tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia,puntuacion_sentimiento,sentimiento
at://did:plc:sodf7blsmdd3idxghce47voi/app.bsky.feed.post/3mlh3skeizc2i,2026-05-09 20:34:34.875000+00:00,❤️🍎🧡 #pixelart #ドット絵,10,54,2026-05-09,0.0174,negative
at://did:plc:rdqpco7kny56dghuogkz6jug/app.bsky.feed.post/3mlhbbtktes2u,2026-05-09 22:12:36.552000+00:00,Need to obscure unwanted video surveillance? Squirrel’s got you covered- advance payment in apple slices required😄,8,93,2026-05-09,0.0013,negative
at://did:plc:k7vat7dmuco6teksztikvnvn/app.bsky.feed.post/3mlhclidyss2j,2026-05-09 22:35:54.078000+00:00,Smell that??? It smells like Good Omens & apple pie!,6,34,2026-05-09,0.9979,positive
at://did:plc:4umlscbndv73dsxtcze7fks7/app.bsky.feed.post/3mlhakk2rt22y,2026-05-09 21:59:34.837000+00:00,Oliver ate the Big Apple! Oliver ate the Big Apple! Oliver ate the Big Apple! Oliver ate the Big Apple! Oliver ate the Big Apple!,0,18,2026-05-09,0.9947,positive
at://did:plc:k55ti7rjb3wlqlrrzbn75add/app.bsky.feed.post/3mlh7gciqbc24,2026-05-09 21:39:18.936000+00:00,an artist i love has made an amazing apple victini please go check it out!! they can be friends with my pachirisu 🍎 toyhou.se/39231762.app...,48,204,2026-05-09,0.9999,positive
at://did:plc:aidmyvxy7lln7l5fzkv4gvxa/app.bsky.feed.post/3mlhfhzeivc23,2026-05-09 23:27:38.919000+00:00,Macintosh HyperQuadra,44,290,2026-05-09,0.0037,negative
at://did:plc:5m627d432fnsc75tbx3apam6/app.bsky.feed.post/3mlh2upme3225,2026-05-09 20:17:53.744000+00:00,What a cool design.. Apple Powerbook 165c 🍏,8,34,2026-05-09,0.9998,positive
at://did:plc:utqp5zmkljkjitdi755leulj/app.bsky.feed.post/3mlhgvegark2y,2026-05-09 23:53:00.445000+00:00,"Bug, on the opposite end of the house, is concerned that she won't get any birds in her hanging feeder now that the neighbors cut down their apple blossom tree (just above her head)",3,82,2026-05-09,0.0019,negative
at://did:plc:dve7673v7cafi5ba4d77okd7/app.bsky.feed.post/3mlh27ntnos2e,2026-05-09 20:06:07.239000+00:00,Apple tree,1,19,2026-05-09,0.9976,positive
at://did:plc:b2ciyetlt2i637mkjh36y7xp/app.bsky.feed.post/3mlhg342gos2f,2026-05-09 23:38:19.231000+00:00,Style A commission for Mobu #commission #oc,17,52,2026-05-09,0.0751,negative
at://did:plc:ku6ahynuyqi6szabjbm6mqkc/app.bsky.feed.post/3mlhezohotc2i,2026-05-09 23:19:37.738000+00:00,"It's not a rotten apple at the bottom of a barrel, it's the barrels themselves that are rotten.",1,20,2026-05-09,0.001,negative
at://did:plc:oqto45aw2htjed4ni5t2bnjz/app.bsky.feed.post/3mlh4xfpjhc2g,2026-05-09 20:55:11.512000+00:00,I steal everything! #starkid #aladdin #twisted,11,55,2026-05-09,0.2478,negative
at://did:plc:k6kg5ccozcphfcmp4zyx3s64/app.bsky.feed.post/3mlh46b755c25,2026-05-09 20:41:07.920000+00:00,Really like this deep dive a lot. I wish Apple would do 5.1/7.1 home theater audio tbh.,0,47,2026-05-09,0.0246,negative
at://did:plc:ry3rdpacackvjcw6nd5h3gmz/app.bsky.feed.post/3mlgvv5de222b,2026-05-09 18:48:39.419000+00:00,Apple blossom fan. April 2026 #appleblossom #bumblebee #blossom #flowers #pollinators #nature #BugSky #BloomScrolling #sonyalpha #BlueSkyArtShow #photography,4,57,2026-05-09,0.953,positive
at://did:plc:pmi7yu6rbjzrhr6xt7tdd64u/app.bsky.feed.post/3mlh4mzzg3k2j,2026-05-09 20:49:23.710000+00:00,Female Snail Kite with Apple Snail🪶,1,12,2026-05-09,0.0496,negative
at://did:plc:fcqbddsl4syxdj4ooqtpqids/app.bsky.feed.post/3mlhfry2zgk2c,2026-05-09 23:33:13.115000+00:00,from the timeline in which Jobs never left Apple but still made NeXT machines,0,8,2026-05-09,0.9637,positive
at://did:plc:xjc7mkotpenvhh6ffewkdpyn/app.bsky.feed.post/3mlgnq2znfk2i,2026-05-09 16:22:39.302000+00:00,Listen to the MeidasTouch Podcast! Apple Podcasts: podcasts.apple.com/us/podcast/t... Spotify: open.spotify.com/show/34NcOzU...,38,197,2026-05-09,0.0172,negative
at://did:plc:gaegrqjrsp3us2cer6swn5rr/app.bsky.feed.post/3mlhect3o4k2e,2026-05-09 23:06:50.835000+00:00,"My kid totally just Jane-Jetson’ed* me, taking all my cash** — a considerable sum because I’m a total dad — to buy my Mother’s Day gift. Irony, much? *Yes, anyone who can use “Jane-Jetson” as a verb is way too old to have a teenager. **Her phone is dead so I couldn’t put money in her Apple wallet.",0,64,2026-05-09,0.0056,negative
