tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia,puntuacion_sentimiento,sentimiento
at://did:plc:n72kkqngi5s3r4aketewpme2/app.bsky.feed.post/3mhida7euyc2e,2026-03-20 10:39:22.541000+00:00,"Apple urges users running iOS 13 or iOS 14 to upgrade to iOS 15 or later, cites possible exploit issues www.powerpage.org/apple-urges-... #Apple #privacy #security #hack #exploit #iOS #iPhone #iOS13 #iOS14 #iOS15 #bug #fix #feature #issues #developer",0,0,2026-03-20,0.0005,negative
at://did:plc:jf26a7dgps3fck4zc7anchdl/app.bsky.feed.post/3mhidvxj6i72v,2026-03-20 10:51:32.411107+00:00,"記事の要約: エルメスは2026年春夏コレクションとして、iPhoneやApple Watchを充電できるワイヤレス充電器を発売しました。主な製品は「充電器 《パドック・デュオ》」で、iPhoneやAirPods、Apple Watchの2台を同時に急速充電可能です。デザインには高品質なヴォー・スウィフトの革が使用され、価格は268,400円です。また、ケーブルが巻き取れるApple Watch用充電器やMagSafe対応のワイヤレス充電器も販売されており、価格は189,200円から786,500円の範囲です。",0,0,2026-03-20,0.0132,negative
at://did:plc:cji55koodyr7jhnuu2byhsbb/app.bsky.feed.post/3mhieeyrr5c26,2026-03-20 10:59:57.138000+00:00,I suspect the apple hasn't fallen far from the tree,0,0,2026-03-20,0.934,positive
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mhi3omne662r,2026-03-20 08:23:00+00:00,#NowPlaying 🕖 7:23 pm 🎵 On the Real Tip 🧑‍🎤 Def Jef 💿 Just a Poet With Soul 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-20,0.0114,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mhi7pf7rdj2c,2026-03-20 09:35:15+00:00,#NowPlaying 🕣 8:35 pm 🎵 Don't Think I'm Not 🧑‍🎤 Kandi 💿 Hey Kandi... 🎧 Apple Music / YouTube Music,0,0,2026-03-20,0.0082,negative
at://did:plc:adhaodx6jbahemr4pixbxkpq/app.bsky.feed.post/3mhi7sqz65223,2026-03-20 09:38:10.028000+00:00,"Thanks, Apple? #ItJustWorks",0,2,2026-03-20,0.9975,positive
at://did:plc:yc4njzekzupsl5kqgxxqapdb/app.bsky.feed.post/3mhicgkf5oc2j,2026-03-20 10:25:01.647000+00:00,Chicken strip apple cheese Hawaiian roll,0,3,2026-03-20,0.0147,negative
at://did:plc:jf26a7dgps3fck4zc7anchdl/app.bsky.feed.post/3mhifiiqthr22,2026-03-20 11:19:48.209163+00:00,記事の要約: Oppoは新型折りたたみ式スマートフォン「N6」を発表しました。このデバイスは、革新的なヒンジ技術を採用しており、開いた際の画面の折り目がほとんど目立たず、ほぼ完全にフラットな使用感を実現しています。折り目回復技術により、時間の経過による折り目も最小限に抑えられるとのことです。この発表は、Appleが折りたたみ式iPhoneを発売するとの予想がある中で行われ、ハイエンド市場での競争が一層激化することが予想されています。,0,0,2026-03-20,0.0186,negative
at://did:plc:cdn2ejmldfksxh4plxxsbunz/app.bsky.feed.post/3mhifsiivcc26,2026-03-20 11:25:23.572000+00:00,"I don’t suppose any of u needs an Apple Pencil gen 2…?? Not a pencil pro. Traded in my old iPad for a new one & got the pro pencil but now I don’t know what to do with the old pen,,,",2,1,2026-03-20,0.0003,negative
at://did:plc:7jwhehzjiwnd7kctczttir5v/app.bsky.feed.post/3mhimnqm3ms2u,2026-03-20 13:28:00.488000+00:00,"Actually wait hold on Rhode Islands is Chop Suey Sandwich and I can only assume it's American Chop Suey on bread which we did all the fuckin time back home, it's delicious. Also New Hampshire's weirdest food is Apple Cider Donuts??????",0,1,2026-03-20,0.9979,positive
at://did:plc:dxkvkzny7l4eqidrdcjnahzd/app.bsky.feed.post/3mhhpfkud4c24,2026-03-20 04:44:27.513000+00:00,I can’t get over how much better this sounds on Qobuz vs Apple Music. Pretty much everything I’ve listened to on Qobuz blows Apple away.,0,1,2026-03-20,0.0047,negative
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mhindo232z2h,2026-03-20 13:39:35+00:00,#NowPlaying 🕜 12:39 am 🎵 EVERYBODY KNOW 🧑‍🎤 Sweatbaby 🌱 Triple J Unearthed 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-20,0.0143,negative
at://did:plc:ltggerrkzm2trfzma557yqq2/app.bsky.feed.post/3mhiwq4rbms24,2026-03-20 16:28:17.768000+00:00,"I bet, Apple has destroyed the keyboard on iPhones just to upsell AI later. Its so garbage right now. #iphone #apple #ai",0,0,2026-03-20,0.0001,negative
at://did:plc:kydrbqbt4e2txb74ic5rhkkw/app.bsky.feed.post/3mhiwtuygib32,2026-03-20 16:30:17+00:00,Newest Apple laptop is just the iPC Netbook send toot. #Apple #Netbook,0,0,2026-03-20,0.0059,negative
at://did:plc:zvr4zjtqvmkgsx2eb4gvoi4z/app.bsky.feed.post/3mhix6diefc2t,2026-03-20 16:36:14.576000+00:00,"I’ve reached the part of this illness where my watch moans about a ‘loud environment’ when I have a coughing fit. Kick me while I’m down, why don’t you 🙄",1,2,2026-03-20,0.0014,negative
at://did:plc:vjcmcpmj73ba3bsy3xgufxob/app.bsky.feed.post/3mhivgvzts22j,2026-03-20 16:05:14.976000+00:00,"My KDP account has been restored so my books are once again available from Amazon. Of course they are also (and always are) available thru Apple, B&N and Kobo.",0,1,2026-03-20,0.1239,negative
at://did:plc:pe3psgg2em7bx7zhqqtup5c7/app.bsky.feed.post/3mhiyqzvwp22y,2026-03-20 17:04:35.811000+00:00,Petition to change the national dessert from apple pie to lemon pound cake. Like this post if you agree. youtu.be/9xxK5yyecRo?...,0,7,2026-03-20,0.9014,positive
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mhj2sm4hvy2k,2026-03-20 17:40:16+00:00,#NowPlaying 🕟 4:40 am 🎵 Doctrine Of Love 🧑‍🎤 Jalen Ngonda 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-20,0.0295,negative
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mhiuexpvuw2w,2026-03-20 15:44:25+00:00,#NowPlaying 🕝 2:44 am 🎵 I'll Change for You 🧑‍🎤 Mitski 💿 Nothing's About to Happen to Me 🎧 Apple Music / YouTube Music,0,0,2026-03-20,0.0098,negative
at://did:plc:axxbb4rjdd3dsq55zmvujica/app.bsky.feed.post/3mhitf5vynk2i,2026-03-20 15:28:28.647000+00:00,"I have a switch lite (+ Pokémon, Zelda games) and an iPad (32 gb) (+apple pen+case+matte screen cover) I’m willing to sell for 200$ minimum each if anyone’s interested? I’m at work, I can’t give particular details off the top of my head but I never really used them outside 1-3 times",4,2,2026-03-20,0.0015,negative
at://did:plc:qvtbys7lzgvd5qznzi62i4ws/app.bsky.feed.post/3mhitawxhc22q,2026-03-20 15:26:07.137000+00:00,Apple cider donuts are one of the rare foods on the map that couldn't be found in or used to make scrapple,0,9,2026-03-20,0.8126,positive
