tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia,puntuacion_sentimiento,sentimiento
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mh7qsgu2io27,2026-03-17 00:46:54+00:00,#NowPlaying 🕦 11:46 am 🎵 Parklife 🧑‍🎤 Blur 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-17,0.0187,negative
at://did:plc:huffyelwlkdhwr6r5nnmlvzo/app.bsky.feed.post/3mh7ugfrajv2x,2026-03-17 01:53:06.417000+00:00,✓ Appleが1枚の画像からリアルな照明効果を持つ3Dオブジェクトを再現できるAIモデルを発表 - https://gigazine.net/news/20260317-lito-apple-ai-model-recreates-3d-objects-realistic/,0,0,2026-03-17,0.084,negative
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mh7wiuqvmu2b,2026-03-17 02:29:11+00:00,#NowPlaying 🕐 1:29 pm 🎵 ON THE DASH 🧑‍🎤 South Summit 💿 Run It Back 🌱 Triple J Unearthed 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-17,0.0098,negative
at://did:plc:rxzk3xsi4qewnu7yrl6ugyrh/app.bsky.feed.post/3mhab6y6e2k2y,2026-03-17 05:41:36.042000+00:00,Young Sherlock Exclusively on Prime Video Play episodes on Prime Video Apple TV apple.co/4biCWHD Ad.,0,0,2026-03-17,0.0014,negative
at://did:plc:j3a762gtes2jdm4f2kd27gfr/app.bsky.feed.post/3mh7olyzfdc2a,2026-03-17 00:08:52.040000+00:00,"I got a refurbished iPhone 14 Pro as my most recent phone because I don't want to run an iOS with the new built-in Apple Intelligence, but Apple won't stop pushing ios26 on me and I may have lost the will to fight back.",0,2,2026-03-17,0.0012,negative
at://did:plc:5ubo4eg63jjviigiykswjx7f/app.bsky.feed.post/3mh7ty3aqac2u,2026-03-17 01:45:05.741000+00:00,"Modern films are recorded with wide dynamics (loud to soft), whereas series TV and especially commercials have levels more “squished“ giving them a louder apparent volume. No wonder your audio levels jump around. 🤯 Consider using a set top box with an audio leveling feature such as an Apple TV.😊",0,0,2026-03-17,0.0979,negative
at://did:plc:yistfilnyxvq4olo4ax6cb73/app.bsky.feed.post/3mh7ymaspmc22,2026-03-17 03:07:57.630000+00:00,"I almost forgot Motorola still existed haha. These days it feels like Google Pixel, Samsung, and Apple only exist at the retailers for phones. I miss having LG honestly for smartphones, but I was super sad upon finding out LG dropped out of the market. Their phones were amazing imo.",0,0,2026-03-17,0.1048,negative
at://did:plc:wa6q4bfitbx3yboebyi62zqh/app.bsky.feed.post/3mhbm4wkuzc2u,2026-03-17 18:29:58.146000+00:00,I need apple juice to live,1,19,2026-03-17,0.0042,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mhbszghu3r2k,2026-03-17 20:31:44+00:00,#NowPlaying 🕢 7:31 am 🎵 Opal 🧑‍🎤 Karnivool 💿 In Verses 🎧 Apple Music 📝 Lyrics,0,0,2026-03-17,0.0102,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mhbov3p5k52o,2026-03-17 19:17:12+00:00,#NowPlaying 🕕 6:17 am 🎵 Lay Down 🧑‍🎤 DMA'S 💿 Hills End 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-17,0.0056,negative
