tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia,puntuacion_sentimiento,sentimiento
at://did:plc:2ncqqwuufqsj43l7ikfpb5ph/app.bsky.feed.post/3mltsc4syis2i,2026-05-14 21:48:56.727000+00:00,Jesus Apple Music what did I ever do to you,3,94,2026-05-14,0.9516,positive
at://did:plc:vuia22fyscuxpb4qvlapv57z/app.bsky.feed.post/3mltoauznps2m,2026-05-14 20:36:40.022000+00:00,Apple season.,3,31,2026-05-14,0.9966,positive
at://did:plc:kd4cyu4rpkgjbym3gckhrivz/app.bsky.feed.post/3mltkrfzqas2d,2026-05-14 19:34:19.768000+00:00,"Next up: Abdul El Sayed, who they say... ""...has accepted money from employees of ballroom funders, such as Amazon, Apple and Google, totaling nearly $100,000."" AGAIN: ""EMPLOYEES OF"" Amazon, Apple & Google. That could be a college kid working at the fucking Apple Genius Bar.",22,103,2026-05-14,0.0028,negative
at://did:plc:57vlzz2egy6eqr4nksacmbht/app.bsky.feed.post/3mltolwx4r223,2026-05-14 20:42:51.149000+00:00,OpenAI is planning to sue Apple because the Siri integration with ChatGPT was so buried and clunky that it didn’t drive new ChatGPT subscriptions. ChatGPT suing Apple because they didn’t make billions of dollars from Siri integration is a bad sign for their revenue trajectory.,37,173,2026-05-14,0.0001,negative
at://did:plc:ry3ggfv53qvp6prd4c7u3qrb/app.bsky.feed.post/3mltndd25ak2i,2026-05-14 20:20:08.099000+00:00,300. Gaza 1948 –Empire: World History – Apple Podcasts share.google/MUeBHcSnTiFd...,14,51,2026-05-14,0.2283,negative
at://did:plc:kkesstzqnui7sfciu4fk33s2/app.bsky.feed.post/3mltvhtqik22c,2026-05-14 22:45:49.761000+00:00,Next it'll be 4711 and green apple shampoo,1,15,2026-05-14,0.9637,positive
at://did:plc:b77ep2npjigjijmfh5j35xpk/app.bsky.feed.post/3mltxewl7jc2v,2026-05-14 23:19:59.533000+00:00,Apple picking with fairies or pumpkin patch picking with ogres?,0,13,2026-05-14,0.0105,negative
at://did:plc:xgiwtxbtt6xc7low5vdz7dq4/app.bsky.feed.post/3mltxesfryc2y,2026-05-14 23:19:55.166000+00:00,"in financial transactions during the first three months of 2026, while he was actively setting tariff and economic policy that moved markets. The purchases included securities in Microsoft, Meta, Oracle, Broadcom, Bank of America, Goldman Sachs, Nvidia, Apple, and S&P 500 index funds.",38,175,2026-05-14,0.9963,positive
at://did:plc:6hjv2mr7lemmlroitcjcodeh/app.bsky.feed.post/3mltu5q3ofk2q,2026-05-14 22:22:16.647000+00:00,Tim Apple. Get the name right.,0,15,2026-05-14,0.9996,positive
at://did:plc:lr36xv2l64jwtnyoaqem6z2z/app.bsky.feed.post/3mltsqnwpok2n,2026-05-14 21:57:04.369356+00:00,"Everyone deserves the sort of privacy that end-to-end encryption offers for their conversations, and we’re happy to see Google and Apple recognized that with this release. www.eff.org/deeplinks/2...",44,128,2026-05-14,0.9991,positive
