tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia,puntuacion_sentimiento,sentimiento
at://did:plc:m5g7ogtoieihvg2wkpcydw7w/app.bsky.feed.post/3mngbdh6vfs2q,2026-06-03 23:31:14.164000+00:00,Hand Model This is a fanart for @edtropolis.bsky.social featuring characters from the HappyMart series,17,118,2026-06-03,0.0631,negative
at://did:plc:dxw5aet52doibyk3s5xips44/app.bsky.feed.post/3mnfvb376tz2f,2026-06-03 19:55:05.486659+00:00,"The phrase is ""one bad apple SPOILS the barrel"" (or bunch), not ""it's only one bad apple, don't worry about it.""",16,130,2026-06-03,0.0126,negative
at://did:plc:ydt6aq2blvt7s3jndr3ulbdv/app.bsky.feed.post/3mng7mgjdps2c,2026-06-03 23:00:28.002000+00:00,Apple daddy said no nakey lions,12,61,2026-06-03,0.0066,negative
at://did:plc:lzil62mmkvmotaqcy6jtkm3s/app.bsky.feed.post/3mngcjqwves2k,2026-06-03 23:52:39.495000+00:00,"Binge LIFE UNEARTHED on PBS, Apple TV and Amazon Prime Video. www.pbs.org/show/life-un...",19,71,2026-06-03,0.0032,negative
at://did:plc:n546m4vsdylqu3rkksvpqcso/app.bsky.feed.post/3mnfxvdjaac2e,2026-06-03 20:42:16.910000+00:00,apple guy..! with his intelligent worm companion.,13,59,2026-06-03,0.9995,positive
at://did:plc:lqnuy6xzz4jd5wgi7f6j4j65/app.bsky.feed.post/3mnf76awqck2b,2026-06-03 13:19:52.634000+00:00,Just made an apple tart with apricot jam glaze for the first time at work! 🍽️,99,2066,2026-06-03,0.7927,positive
at://did:plc:vgwy2b3rrcewfdazrkanjbg4/app.bsky.feed.post/3mngakqoyns2q,2026-06-03 23:17:25.308000+00:00,Every day on here it’s people showing me pictures of Will Stancil driving around in his Busytown apple car showing his fuckass charts,5,104,2026-06-03,0.0404,negative
at://did:plc:25ofi7urzd5uhgzdbq4gqybn/app.bsky.feed.post/3mnfynq3d2s2v,2026-06-03 20:55:55.391000+00:00,I tried to give the goats an apple but they weren’t that into the apple but they *were* into trying to eat my glasses off my face as I bent to give them the apple,0,20,2026-06-03,0.0014,negative
at://did:plc:q7id5gqlspxes4uprbcvvbsk/app.bsky.feed.post/3mnfz7gc5sc2c,2026-06-03 21:05:49.110000+00:00,the world would be a better place if procreate stopped being held hostage in the apple basement,0,47,2026-06-03,0.0004,negative
at://did:plc:mjfjsi2hkmqvobimktrd3edw/app.bsky.feed.post/3mnfqewyiok22,2026-06-03 18:27:50.711000+00:00,Zooming in on the latest YouTooz drop because I never really noticed how fucking cute they made the deer and apple radio towers!!! 😭💕🫶✨,45,213,2026-06-03,0.9246,positive
at://did:plc:n27mx775abqfpnxugztgyhep/app.bsky.feed.post/3mnekcwgpjc2h,2026-06-03 07:06:40.828000+00:00,Yeah here's some doodles of Me #yup #thatsme #imbird #art,92,619,2026-06-03,0.0655,negative
at://did:plc:xg7ng423t3piztnenvamj3wl/app.bsky.feed.post/3mng2tfohhk2u,2026-06-03 21:34:53.295000+00:00,🍎🐛 Every like this post gets I'll give this lil caterpillar an apple Please feed her she's rlly hungry 🥺,1,50,2026-06-03,0.0222,negative
at://did:plc:xqjezhgnh4ettmmcmbrbhdur/app.bsky.feed.post/3mng5g27clc2y,2026-06-03 22:21:06.282000+00:00,What does Musk’s racism do for him politically? Check out the new Factually! episode with @bentarnoff.com and @quinnslobodian.com wherever you get podcasts. » Apple Podcasts: podcasts.apple.com/us/podcast/f... » Spotify: open.spotify.com/show/0fK8WJw... » YouTube: youtu.be/jLJx8j26oFE,32,137,2026-06-03,0.0069,negative
at://did:plc:ay5hm2umsel66s7xvphkj34k/app.bsky.feed.post/3mng6ws3gyc2d,2026-06-03 22:48:21.929000+00:00,"Sunset at the beach-alone, peaceful✌️ #bluesky #sunset #ocean #beach #sky #lbi #nj #landscape #photo #art #moma #photography #apple #iphonephotography",3,25,2026-06-03,0.0317,negative
at://did:plc:a5r2ejakvnbsyqdv4kqiz3jt/app.bsky.feed.post/3mng6wpxzr22x,2026-06-03 22:48:19.725000+00:00,"Here’s the kicker with my latest iteration of this problem: I do all the steps and then download the tickets to my Apple wallet, just to see that the Apple wallet “tickets” is just a message telling me to open the app. Meanwhile, the app just shows a QR code. We need laws to stop this racket.",5,46,2026-06-03,0.0004,negative
