tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia,puntuacion_sentimiento,sentimiento
at://did:plc:6ktgtzozuh26grqn4hwcgza5/app.bsky.feed.post/3ml2tyo52ts24,2026-05-04 23:42:53.364000+00:00,Colorado Orange apple trees.,5,19,2026-05-04,0.9984,positive
at://did:plc:wccunin5exslgy74xhpnnps7/app.bsky.feed.post/3ml2nrmhkvk2q,2026-05-04 21:51:34.273000+00:00,"In case you were wondering, Apple really hates it when you park on their polished granite flooring at their fancy ass stores",0,31,2026-05-04,0.7569,positive
at://did:plc:7ssingpiouvbnyjlvtd4ivcn/app.bsky.feed.post/3ml2plemml22l,2026-05-04 22:23:52.213000+00:00,spent two hours wandering the mall phoneless while Apple replaced my battery and was 13 years old again,0,31,2026-05-04,0.0002,negative
at://did:plc:4cs4d6nwicc5onsfnqrooo3d/app.bsky.feed.post/3ml2ndplpzk2g,2026-05-04 21:43:47.799000+00:00,Who called it the Citi Field Home Run Apple and not the Met Gala?,9,28,2026-05-04,0.0015,negative
at://did:plc:m6ws3fem44eggdjfvj5glqfy/app.bsky.feed.post/3ml2qwr2s722i,2026-05-04 22:48:08.090000+00:00,Casper enjoying some apple 💙,0,10,2026-05-04,0.9994,positive
at://did:plc:ry7gem5inu5ply2okjgr7xj2/app.bsky.feed.post/3ml2eyehtos2j,2026-05-04 19:14:17.102000+00:00,When we first met,924,3672,2026-05-04,0.9978,positive
at://did:plc:3zhzw4eijxzodry3keq7vf3l/app.bsky.feed.post/3ml2b5lwcok2r,2026-05-04 18:05:37.722000+00:00,"Last day working for my current agency tomorrow, so I made a Dutch apple pie for the office. #baking 🍽️",3,127,2026-05-04,0.0062,negative
at://did:plc:l37td5yhxl2irrzrgvei4qay/app.bsky.feed.post/3ml2peo4ryk2c,2026-05-04 22:20:07.298000+00:00,OMG Apple redesigned the Apple Music web player,0,6,2026-05-04,0.0012,negative
at://did:plc:jxvgifk5oykcvaijxxlukzqc/app.bsky.feed.post/3ml2pcn3u5k2t,2026-05-04 22:18:59.110000+00:00,Tossing a golden apple between the world's three best doctors and watching them scurry like cockroaches to get away from it,10,29,2026-05-04,0.0124,negative
at://did:plc:qgur526gdfokwnxs3ibbvvbo/app.bsky.feed.post/3ml25lmcil225,2026-05-04 17:01:52.916000+00:00,another attempt at apple turnovers / hand pies we triangular now!,2,138,2026-05-04,0.0004,negative
at://did:plc:vtwv2edeyhasfqgd53x5yius/app.bsky.feed.post/3ml2min3m7s2o,2026-05-04 21:28:39.203000+00:00,"Trump’s son-in-law, Jared Kushner, is handling Iran peace talks (??), but he’s got some conflicts of interest that @raskin.house.gov is investigating. Listen on Apple: interc.pt/4eirlua Spotify: interc.pt/4eY9Dwd Elsewhere: interc.pt/4ukUQAc",29,65,2026-05-04,0.0378,negative
at://did:plc:ok4btdfoveyo3jqc3tgkkjoy/app.bsky.feed.post/3ml2kr2u44c2t,2026-05-04 20:57:34.588000+00:00,Apple radio~ Lucifer likes to nibble. #appleradio #radioapple #hazbinhotel #Alastor #Lucifermorningstar #digitalart #procreate #fanart #Alastorfanart #luciferfanart,3,23,2026-05-04,0.0895,negative
at://did:plc:4fejkfw2gfr56tohocdoczjj/app.bsky.feed.post/3ml2ljnlej22m,2026-05-04 21:11:19.529000+00:00,Thank you Apple,0,9,2026-05-04,0.9999,positive
at://did:plc:l7s4rksndlrnouklhdrtrymz/app.bsky.feed.post/3ml2ndrzjbs2u,2026-05-04 21:43:50.347000+00:00,the Big Apple needs its Gala,0,6,2026-05-04,0.0033,negative
at://did:plc:l6uyzapdbdmutsdvn75ogofd/app.bsky.feed.post/3ml25tgmwkk24,2026-05-04 17:06:15.399000+00:00,Little Locke doodle while my Apple Pencil is on its last legs. #SpoonSketch #nsfw #bangaa #furryart,39,133,2026-05-04,0.0034,negative
at://did:plc:2w45zyhuklwihpdc7oj3mi63/app.bsky.feed.post/3ml2bhcfras2f,2026-05-04 18:11:03.287000+00:00,"A Locked iPhone Made $10,000 Apple Pay Payment — No Face ID Or Passcode",18,44,2026-05-04,0.001,negative
at://did:plc:mcnn2n3of4qaagizkbdage5h/app.bsky.feed.post/3ml2rnc6urc2l,2026-05-04 23:00:44.258000+00:00,I want a new sub card on my apple wallet 😌,0,3,2026-05-04,0.0033,negative
at://did:plc:x4twekkcqqocum73hqn46aib/app.bsky.feed.post/3ml2c6ngr7k25,2026-05-04 18:24:06.606000+00:00,Always interested in Sasha’s take. How Apple dropped the ball… perfectly! -and will probably benefit hugely from it- youtu.be/tR5adb2Ts6c?...,6,43,2026-05-04,0.9996,positive
at://did:plc:kuulr36sl7uh3fsdbxydzsm6/app.bsky.feed.post/3ml2hqnipst2i,2026-05-04 20:03:39.357000+00:00,"A motley crew of small humans (5-8?) are rampaging around an apple shed, shouting and laughing in a VERY piratical way. Looking for mighty adventures to have and exciting things to poke with their newly found Special Scientific Poking Sticks that sometimes double up as MIGHTY swords. (4)",5,120,2026-05-04,0.9879,positive
