tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia,puntuacion_sentimiento,sentimiento
at://did:plc:bpgt4pp2c2dfudge72vtgkli/app.bsky.feed.post/3mi5wxqjyws2k,2026-03-29 00:58:27.883000+00:00,The algorithm shifted all my music to Irish mode since St Pattys day,0,1,2026-03-29,0.0045,negative
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mi6bzfs64y2r,2026-03-29 04:15:54+00:00,#NowPlaying 🕒 3:15 pm 🎵 rager 🧑‍🎤 Blusher 🌱 Triple J Unearthed 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-29,0.0198,negative
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mi6dclzvvp2v,2026-03-29 04:37:54+00:00,#NowPlaying 🕞 3:37 pm 🎵 Cruel World 🧑‍🎤 Holly Humberstone 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-29,0.0109,negative
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mi66ytt2ae2m,2026-03-29 03:21:50+00:00,#NowPlaying 🕑 2:21 pm 🎵 Pressurelicious 🧑‍🎤 Megan Thee Stallion 💿 Traumazine 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-29,0.0123,negative
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mi5xxkzxdo2p,2026-03-29 01:15:53+00:00,"#NowPlaying 🕛 12:15 pm 🎵 Everything Is Embarrassing 🧑‍🎤 Sky Ferreira 💿 Night Time, My Time 🎧 Apple Music / YouTube Music 📝 Lyrics",0,0,2026-03-29,0.0019,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi652bsams2h,2026-03-29 02:46:39+00:00,#NowPlaying 🕜 1:46 pm 🎵 1000 Ways 🧑‍🎤 Chet Faker 💿 A Love For Strangers 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-29,0.0095,negative
at://did:plc:iifknc5skpobzdjeiswd7kh4/app.bsky.feed.post/3mi64hhwy4s2y,2026-03-29 02:36:16.741000+00:00,"They have an Ood greeter (he's a bit tentacle shy) and, of course, a replica of the Pandorica itself",0,0,2026-03-29,0.1132,negative
at://did:plc:5cuu3kt6fmiwbggo46u2wpry/app.bsky.feed.post/3mi5ufc7y4s2j,2026-03-29 00:12:21.415000+00:00,Apple?,0,2,2026-03-29,0.014,negative
at://did:plc:d3pbryudtmfvabmkgf2v6uoi/app.bsky.feed.post/3mi7aumfeik2d,2026-03-29 13:28:20.034000+00:00,🌿 Om Ah Hung Benza Guru Pema Siddhi Hung | Padmasambhava Mantra | Healing Tibetan Meditation 𝐒𝐡𝐨𝐫𝐭: youtube.com/shorts/BpbFv... 𝐀𝐩𝐩𝐥𝐞🎶: music.apple.com/us/artist/18... 𝐒𝐩𝐨𝐭𝐢𝐟𝐲: open.spotify.com/artist/6ygDp... 𝐒𝐨𝐮𝐧𝐝𝐂𝐥𝐨𝐮𝐝: soundcloud.com/mediattion-m... #MeditationMelody #Buddhism #Mantra #Trending,0,2,2026-03-29,0.0466,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi7pz4sb362x,2026-03-29 17:58:28+00:00,#NowPlaying 🕟 4:58 am 🎵 First It Giveth 🧑‍🎤 Queens Of The Stone Age 💿 Songs For The Deaf 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-29,0.0288,negative
at://did:plc:muuxtxoasgqel2uo2dag232t/app.bsky.feed.post/3mi773hiwbc2q,2026-03-29 12:56:22.305000+00:00,Got the battery in the iPhone 12 mini replaced at the Apple Store and switched to the Vivaldi browser to see if Firefox was draining it.,0,0,2026-03-29,0.0003,negative
at://did:plc:fwtmf6k7kdfzlxkhzaztguwo/app.bsky.feed.post/3mi7dcthsv223,2026-03-29 14:12:04.694000+00:00,"""Seven hounds on silver chains, with an apple of gold between each two of hounds...Three fools preceding, each with a silver gilded diadem and a shield with an engraved spiral ornament and polished strips of bronze inlaid along the sides. Three harpers in royal garb about each fool.""",1,20,2026-03-29,0.9539,positive
at://did:plc:sidyanzf7hm2yoq3xeq62n46/app.bsky.feed.post/3mi7jxclwis2h,2026-03-29 16:10:54.101000+00:00,Quite a trio of headlines this morning! Who says science is boring?,0,0,2026-03-29,0.001,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi7lr4jvcv2d,2026-03-29 16:42:09+00:00,#NowPlaying 🕞 3:42 am 🎵 SOS 🧑‍🎤 Lupe Fiasco 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-29,0.0071,negative
at://did:plc:h24zwllzdxxxf4mh2hov4yss/app.bsky.feed.post/3mi73nc747c2c,2026-03-29 11:54:45.752000+00:00,Tonight | 22:00 (GMT+4) join Giorgi Rukhadze & Nodar Kharshiladze as they answer: Could GD call early elections as U.S. regional engagement grows & risk of EU & UK sanctions increases? Spotify: urli.info/1mzHV Apple : urli.info/1rLZO youtu.be/Xg6HUaRXXRk,1,3,2026-03-29,0.003,negative
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mi73tk2z4n2a,2026-03-29 11:57:35+00:00,#NowPlaying 🕥 10:57 pm 🎵 Times Like These 🧑‍🎤 Addison Rae 💿 Addison 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-29,0.0081,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi7dm4pcrx2d,2026-03-29 14:16:34+00:00,#NowPlaying 🕐 1:16 am 🎵 Been Thinking About Us 🧑‍🎤 Fractures 💿 Next Summer 🎧 Apple Music / YouTube Music,0,0,2026-03-29,0.1506,negative
at://did:plc:ntd6ag4jvvv2zhr5ym6vwvc3/app.bsky.feed.post/3mi7okvjfyc2a,2026-03-29 17:33:26.444000+00:00,"Unamerican? Then that must mean, No More Apple Pie, too!",0,1,2026-03-29,0.0004,negative
at://did:plc:rxzk3xsi4qewnu7yrl6ugyrh/app.bsky.feed.post/3mi7or43qu22i,2026-03-29 17:36:54.664000+00:00,"Play Apple Arcade free for 1 month Arcade apple.co/4qTC1mp Enjoy playing from a variety of hundreds of Apple Arcade games on your iPhone, iPad, Mac, Apple Vision, & Apple TV. Game availability varies. New subscribers only. After trial renews at the standard monthly rate until canceled. Ad.",0,0,2026-03-29,0.0097,negative
at://did:plc:6l2r7rmstuvicq3s5hc34lof/app.bsky.feed.post/3mi6tlfb6ds2l,2026-03-29 09:30:31.924000+00:00,Tried to make caramelised apples. Took it one second too far. One large lump of hard burnt caramel apple. Milo and ice cream it is.,0,1,2026-03-29,0.0016,negative
at://did:plc:rjjkz7uj22rghyqrnaewxfdy/app.bsky.feed.post/3mi6eg7atlc23,2026-03-29 04:59:11.718000+00:00,walked into this at the apple store today..,0,5,2026-03-29,0.0025,negative
at://did:plc:wegeznufbillvcf2jg5zdjvu/app.bsky.feed.post/3mi7a5tr4es2e,2026-03-29 13:15:36.008000+00:00,Does Apple take care of security updates/anti-virus software or do you run anything third party on it?,0,0,2026-03-29,0.0003,negative
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mia6ctzgf72k,2026-03-29 22:14:36+00:00,#NowPlaying 🕘 9:14 am 🎵 Thrills 🧑‍🎤 Peking Duk & Rico Nasty 💿 Paradise 🎧 Apple Music 📝 Lyrics,0,0,2026-03-29,0.0203,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mia2abfc5422,2026-03-29 21:00:45+00:00,#NowPlaying 🕗 8:00 am 🎵 Sweat 🧑‍🎤 Melanie C 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-29,0.0185,negative
at://did:plc:7cdf3puerb33xz7mjrnjnb64/app.bsky.feed.post/3mi7ajsz6l22o,2026-03-29 13:22:17.876000+00:00,"Available on the Big Three Amazon: www.amazon.com/dp/B0GTWGP23... Barnes & Noble: www.barnesandnoble.com/w/graveyard-... Apple Books: books.apple.com/us/book/grav... Also on Smashwords, Fable, and others",0,2,2026-03-29,0.0184,negative
at://did:plc:43kjxfug2tw3awhhgcyr7ugl/app.bsky.feed.post/3mia7pxdpzs2w,2026-03-29 22:40:29.739000+00:00,"I found it on Apple Music and added it! I haven’t tried to transfer to Spotify yet but usually they have the same tracks, even if they pull them from different albums/eps.",0,1,2026-03-29,0.9905,positive
at://did:plc:qewh2yezt7wj5yoztbraopzw/app.bsky.feed.post/3mi7y5q5shs2s,2026-03-29 20:25:01.805135+00:00,Apple's 50th Anniversary Finale Revealed Article,0,0,2026-03-29,0.9864,positive
at://did:plc:p2w3sekzxlazquwgyt5243jp/app.bsky.feed.post/3mi7z4xsukk27,2026-03-29 20:42:30.249000+00:00,Fatheree and Taylor from the TEX-TREK podcast are watching #StarWars in chronological order. YouTube: www.youtube.com/@TheOtherSta... Spotify: open.spotify.com/show/5S69tay... Apple: podcasts.apple.com/us/podcast/t... RSS: anchor.fm/s/10d66ce58/... #EmpireIsForBootlickers #BeARebel,0,1,2026-03-29,0.0087,negative
at://did:plc:hbb3rfswj2fxwfvnntvm2wwk/app.bsky.feed.post/3mi7huwlp422j,2026-03-29 15:33:46.915000+00:00,Snaaaaak,0,2,2026-03-29,0.0051,negative
at://did:plc:hpfiqanya35qgpixifjmh455/app.bsky.feed.post/3mi7nsst4ms2n,2026-03-29 17:19:58.312000+00:00,Using an Apple Extended Keyboard II to enter my taxes.,0,2,2026-03-29,0.0031,negative
at://did:plc:ziv56dd6bfawdlgixomuk66u/app.bsky.feed.post/3mi7rjgxeuc2q,2026-03-29 18:26:18.831000+00:00,March - Apple Roses 🍎🌹 and my first time making rough puff from scratch!,0,3,2026-03-29,0.9969,positive
at://did:plc:5wmtatl4sewlc7jrtclffjy6/app.bsky.feed.post/3mi6tob2gjs25,2026-03-29 09:32:08.170000+00:00,Apple Health watching my sleep schedule this weekend:,0,3,2026-03-29,0.0103,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi7taqtg7d2h,2026-03-29 18:55:46+00:00,#NowPlaying 🕠 5:55 am 🎵 Prizefighter 🧑‍🎤 Mumford & Sons 🎧 Apple Music 📝 Lyrics,0,0,2026-03-29,0.0239,negative
at://did:plc:x5ewfbadgyrg52dbw2qsdvzp/app.bsky.feed.post/3mi7ujfqztk2t,2026-03-29 19:19:58.815000+00:00,"I finally found it, but my app is fucking up and won't let me select it. Maybe I'm just unfamiliar with how you're ""supposed"" to navigate the Apple TV app, but it sucks shit, imo. Imma just use F1 tv, I think.",0,2,2026-03-29,0.0009,negative
at://did:plc:tv2trnl4bt7gc5v7exfy7fae/app.bsky.feed.post/3mia7yd5cls24,2026-03-29 22:45:10.548000+00:00,"Feeling like a trip to the Cursed apple, might throw a pillow at someone~! #deadlock #wip",1,6,2026-03-29,0.0003,negative
at://did:plc:o6ggjvnj4ze3mnrpnv5oravg/app.bsky.feed.post/3miacjrucb42g,2026-03-29 23:30:43.763626+00:00,"Feed: ""Basic Apple Guy | Apple Wallpapers, Reviews, and Merch"" By: BasicAppleGuy on Saturday, March 28, 2026",0,0,2026-03-29,0.005,negative
at://did:plc:b3xy5kl3bvc5eubgh7ualyv2/app.bsky.feed.post/3mi7c26b5f222,2026-03-29 13:49:20.284000+00:00,Apple music especially. y'all live like this? lmao,0,2,2026-03-29,0.9984,positive
at://did:plc:h6u47vkhchjzdlhfhmyocakk/app.bsky.feed.post/3mi6zd4xoqs2c,2026-03-29 11:13:17.240000+00:00,It’s bone apple teet,0,1,2026-03-29,0.9925,positive
at://did:plc:wjljc54nads6ix5tlp4swebe/app.bsky.feed.post/3mia5hmwppa2d,2026-03-29 22:00:02.828059+00:00,"teckel Web3 API hourly update Eth price (USD): 2005.06 (+0.2% 1 hr, -0.2% 24 hr) Click for API details API keys via App: Apple App Store Google Play Store #teckel #eth",0,2,2026-03-29,0.0016,negative
at://did:plc:wegxqgv45uzggulugrsljdoz/app.bsky.feed.post/3mi7oy7t4622p,2026-03-29 17:40:53.457000+00:00,iPad update: problem is resolved. Shout out to third parties who pick up the slack where Apple completely drops it. My iPad is full charged again and I can draw :) That was a scary few days ngl,0,0,2026-03-29,0.9879,positive
at://did:plc:h73hxnbhfyxb6u6wgpledgqk/app.bsky.feed.post/3mi7loeqcac2e,2026-03-29 16:41:41.837000+00:00,"If you run a small business using square - and you have google pay / apple pay enabled, it's important to know this.",0,3,2026-03-29,0.999,positive
at://did:plc:ywggelggjcwm7s7iqcogxhdn/app.bsky.feed.post/3mi7dxzzhsc2f,2026-03-29 14:23:56.214000+00:00,2 This means 35 million Brits who have paid hundreds or even thousands of pounds for Apple tech suddenly now have a child's device unless they comply with invasive demands for personal information that go far beyond what UK law requires. Apple has crossed the Rubicon with this software update,0,0,2026-03-29,0.0013,negative
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mi7ajr766r27,2026-03-29 13:21:36+00:00,#NowPlaying 🕛 12:21 am 🎵 other side. 🧑‍🎤 Brent Faiyaz 💿 Icon 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-29,0.0137,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi7a3i6arw2d,2026-03-29 13:12:02+00:00,#NowPlaying 🕛 12:12 am 🎵 What Would You Do? 🧑‍🎤 Dames Brown 💿 Take Me As I Am 🎧 Apple Music / YouTube Music,0,0,2026-03-29,0.0137,negative
at://did:plc:qlwq4sr5hufm5xxd3irdirbh/app.bsky.feed.post/3mi5ygofxv225,2026-03-29 01:24:42.714000+00:00,Anthropic Eyes IPO | Chinese AI Overtakes US in Usage | Apple Opens Siri to Multiple AIs | Revolut Hits €5.3B Revenue | NYSE Builds Tokenized Platform www.linkedin.com/pulse/anthro...,0,0,2026-03-29,0.0076,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi6kkzhtcb23,2026-03-29 06:48:19+00:00,#NowPlaying 🕠 5:48 pm 🎵 Chase The Sun 🧑‍🎤 Planet Funk 💿 Non Zero Sumness Plus One 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-29,0.0115,negative
at://did:plc:pqusgg62f2lkh3lvg6ntpryr/app.bsky.feed.post/3mi6ltb7xtg2o,2026-03-29 07:11:46.081000+00:00,"i know it's *literally* a popularity contest but it's pissing me off rn that the original iPod is losing to the M1 chip and OS X, and the original Macintosh is losing to the fucking macbook air lmao www.theverge.com/cs/tech/9004...",0,2,2026-03-29,0.0001,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi6g7kuggx2q,2026-03-29 05:30:46+00:00,#NowPlaying 🕟 4:30 pm 🎵 Gold On The Ceiling 🧑‍🎤 The Black Keys 💿 El Camino 🎧 Apple Music / YouTube Music 📝 Lyrics,0,1,2026-03-29,0.0242,negative
at://did:plc:ycugsrh7buczgu74gktjgskr/app.bsky.feed.post/3mi6jb4rtcc2b,2026-03-29 06:25:50.069000+00:00,"So… what’s the general consensus about the Apple F1 commentators? I feel like they’re not great, but this is really the first year I’ve been watching whole races and paid much attention",0,0,2026-03-29,0.9876,positive
at://did:plc:4enunxj4cejlhav2ob22rh3a/app.bsky.feed.post/3mi6jrzh3wc2m,2026-03-29 06:35:16.997000+00:00,"They've had those the whole time with F1TV, except now in the US, F1TV is part of Apple TV.",0,1,2026-03-29,0.0052,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi6c4ybxbr2y,2026-03-29 04:16:26+00:00,#NowPlaying 🕒 3:16 pm 🎵 Doctrine Of Love 🧑‍🎤 Jalen Ngonda 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-29,0.0288,negative
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mi637alfbe2g,2026-03-29 02:13:06+00:00,#NowPlaying 🕐 1:13 pm 🎵 new friends 🧑‍🎤 flowerovlove 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-29,0.0518,negative
at://did:plc:46u3e5psksj2kuu4k3zaqi64/app.bsky.feed.post/3mi7k5ub7rc2u,2026-03-29 16:14:33.944000+00:00,#Boogeyman A troubled Lucha Libre wrestler becomes a reluctant vigilante. Available at: * GlobalComix * DriveThruComics * Kobo Books * Google Books/Play * Amazon Books * OverDrive * ComiXology * Apple Books * Hoopla Digital more info @ wundermancomics.com #comicbooks,0,6,2026-03-29,0.0155,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi6dxzhufx23,2026-03-29 04:50:33+00:00,"#NowPlaying 🕞 3:50 pm 🎵 I'm Good, I'm Gone 🧑‍🎤 Lykke Li 💿 Youth Novels 🎧 Apple Music / YouTube Music",0,0,2026-03-29,0.0183,negative
at://did:plc:dn2snh4wz53f2vai7ijf6q36/app.bsky.feed.post/3mi6eq4iucpw2,2026-03-29 05:04:41+00:00,Apple blocks App Store updates for Mac app replacing Launchpad – 9to5Mac https://www.macken.xyz/2026/03/apple-blocks-app-store-updates-for-mac-app-replacing-launchpad-9to5mac/?utm_source=dlvr.it&utm_medium=mastodon,0,0,2026-03-29,0.001,negative
at://did:plc:35aqhocnjdmzfsxtkd5jeupc/app.bsky.feed.post/3mi6eucxyz22x,2026-03-29 05:07:05.385000+00:00,I have watched more F1 races than I have ever watched in my life cuz MLS is paying for my Apple TV and now I can make bad decisions about staying up late to watch cars go vroom. (Already pulling for Kimi),0,2,2026-03-29,0.0003,negative
at://did:plc:d3j7dv4nwisbdp4or5enq2u6/app.bsky.feed.post/3mi6bxss6h22g,2026-03-29 04:15:21.410000+00:00,"sorry lol I’ve been off meds for a bit and then college has been kicking my fat stomach, I got an iPad and an Apple Pencil so here’s my gay fat trans fursona as a treat . #furry",0,1,2026-03-29,0.0022,negative
at://did:plc:mzw66kcddas4qh66vqu4w3il/app.bsky.feed.post/3mi7qysehss2w,2026-03-29 18:17:00.384000+00:00,Sloppy Mel is a moron and probably has never been to the Big Apple #FTG,0,7,2026-03-29,0.0004,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi6fwmmn342d,2026-03-29 05:24:08+00:00,#NowPlaying 🕓 4:24 pm 🎵 This Time (I'm Gonna Try It My Way) 🧑‍🎤 DJ Shadow 💿 The Outsider 🎧 Apple Music / YouTube Music,0,0,2026-03-29,0.0371,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi6i7vzbka2h,2026-03-29 06:05:17+00:00,#NowPlaying 🕔 5:05 pm 🎵 Lady (Hear Me Tonight) 🧑‍🎤 Modjo 💿 Modjo 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-29,0.0227,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi6bmw22c32q,2026-03-29 04:08:26+00:00,#NowPlaying 🕒 3:08 pm 🎵 Sugar In The Tank 🧑‍🎤 Julien Baker & TORRES 💿 Send A Prayer My Way 🎧 Apple Music,0,0,2026-03-29,0.0156,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi6ccfvdml2q,2026-03-29 04:20:31+00:00,#NowPlaying 🕒 3:20 pm 🎵 Becomes A Dream 🧑‍🎤 Season 2 💿 Power Of Now 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-29,0.9984,positive
at://did:plc:nznms43b6lfaluzc5kmgaxja/app.bsky.feed.post/3mi6qej5fgs2c,2026-03-29 08:32:59.888000+00:00,1892.4 State of Mind Ritual Abuse Trauma + Jehu Black Cube Likud name of God of man (in Isaac dominion)(academy of Apollo dominion)(wake of on Earth)(death bed microwave)(apple of Eden dominion)(Rabbi of Adam guilt) 1892.4 Catholic Church Heritage Foundation Moral Majority Police dominion,0,0,2026-03-29,0.0113,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mi6uhjyayg2h,2026-03-29 09:45:49+00:00,#NowPlaying 🕣 8:45 pm 🎵 Mantis 🧑‍🎤 Courtney Barnett 💿 Creature Of Habit 🎧 Apple Music 📝 Lyrics,0,0,2026-03-29,0.0099,negative
