tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia,puntuacion_sentimiento,sentimiento
at://did:plc:lzyp6qjpmjwpqgszkplbju53/app.bsky.feed.post/3mphfe4u3ss2s,2026-06-29 21:06:14.831000+00:00,"June 29, 2007: Apple launched the iPhone!",7,72,2026-06-29,0.9984,positive
at://did:plc:lzyp6qjpmjwpqgszkplbju53/app.bsky.feed.post/3mpgskehb4s2t,2026-06-29 15:29:43.011000+00:00,"June 29, 2007: Apple launched the iPhone!",9,68,2026-06-29,0.9984,positive
at://did:plc:u7gjbxsgsbvvbrvlvpzzid2e/app.bsky.feed.post/3mph4lgp77c2r,2026-06-29 18:29:16.409000+00:00,me: I'll make a desktop app it will be cheaper than hosting servers apple: pay 120/year to verify your app with a certificate damn it lol,28,446,2026-06-29,0.0005,negative
at://did:plc:xlrcqf44n43wa7dzehg4i6fx/app.bsky.feed.post/3mpgjhqavsk2q,2026-06-29 12:47:11.107000+00:00,The apple of my eye🍎👀,7,39,2026-06-29,0.9989,positive
at://did:plc:gj6c53lkyv5use2k5cunnj6a/app.bsky.feed.post/3mpgbkf7qdk26,2026-06-29 10:25:30.264000+00:00,An Indigo Bunting perched in an apple tree in blossom. #birds #birding #Algoma,21,136,2026-06-29,0.9957,positive
at://did:plc:e3bifqysymfkfgjw7kaxm5vy/app.bsky.feed.post/3mphjkgzwok2t,2026-06-29 22:21:21.845000+00:00,She went into my bag to destroy this.,2,52,2026-06-29,0.0003,negative
at://did:plc:2gzxjrmk523uvmmdksctwe6l/app.bsky.feed.post/3mph5zjalt22p,2026-06-29 18:55:02.581000+00:00,apple lunch,0,18,2026-06-29,0.9962,positive
at://did:plc:2sbgoa7lhey6qeb4hmrbu4y4/app.bsky.feed.post/3mpfcx4t2mc2l,2026-06-29 01:17:51.677000+00:00,An apple a day!!,9,30,2026-06-29,0.9988,positive
at://did:plc:zlr5msbog5dluhaugd5bgdg3/app.bsky.feed.post/3mpfrkokd7c2z,2026-06-29 05:39:20.185000+00:00,ngl nothing has endeared me more to Apple more than Apple TV. They just keep on blowing their massive wealth on prestige TV and just not tell anyone about it.,6,55,2026-06-29,0.0037,negative
at://did:plc:43fdk46qa5gsokzygzildsaq/app.bsky.feed.post/3mph46olwqc2w,2026-06-29 18:22:08.402856+00:00,"FILES ON UNRELEASED IPHONE 18 PRO POSTED ON DARK WEB AFTER APPLE SUPPLIER TATA ELECTRONICS HACK-DOCUMENTS, SOURCE",26,86,2026-06-29,0.0006,negative
at://did:plc:xogiyuchxv7vq63fh467pa2r/app.bsky.feed.post/3mph7slznsc2p,2026-06-29 19:26:58.102000+00:00,"I saw ""Martinelli"" trending and was disappointed to read it's referring to soccer and not to some great news about sparkling apple cider.",8,117,2026-06-29,0.0004,negative
at://did:plc:ay5hm2umsel66s7xvphkj34k/app.bsky.feed.post/3mph7rmsdbs2w,2026-06-29 19:26:25.349000+00:00,It’s a Cannes evening…au revoir✌️ #bluesky #Cannes #France #ocean #sunset #landscape #photo #art #moma #apple #photography #sea #nature #iphonephotography,11,68,2026-06-29,0.9981,positive
at://did:plc:aunpu65mdrhwfie7ynymlzeh/app.bsky.feed.post/3mphmkzofb423,2026-06-29 23:15:22.374000+00:00,"Watch the full episode at The Bulwark and YouTube, or listen on Apple Podcasts, Spotify or wherever you get your podcasts:",12,58,2026-06-29,0.0201,negative
at://did:plc:e5nncb3dr5thdkjir5cfaqfe/app.bsky.feed.post/3mpgxdktpys2q,2026-06-29 16:55:23.608000+00:00,"The entire thought process behind this was basically: I have a pen, I have an apple, what would an apple-pen look like?",0,21,2026-06-29,0.0037,negative
