tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia,puntuacion_sentimiento,sentimiento
at://did:plc:jj7clkd72j6vina246fdii5m/app.bsky.feed.post/3mjpqhlvx422p,2026-04-17 20:15:10.633000+00:00,I'm sorry you're having bad luck!! All I can say is that I've had countless apple devices over the last 30 yers and I've never had an issue.,0,2,2026-04-17,0.1,negative
at://did:plc:2zujfaquprbbgp6azuvvyiri/app.bsky.feed.post/3mjpkgr7tyk2v,2026-04-17 18:27:20.194000+00:00,"With Apple leaving, is the Towson mall in a death spiral? Thorough, nuanced reporting by @briaovers.bsky.social and @rkobell.bsky.social, in @thebaltimorebanner.com www.thebanner.com/economy/tows...",3,15,2026-04-17,0.0034,negative
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mjpu3xzklz27,2026-04-17 21:19:31+00:00,#NowPlaying 🕖 7:19 am 🎵 Lowlife 🧑‍🎤 Rum Jungle 🌱 Triple J Unearthed 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-04-17,0.0069,negative
at://did:plc:nx2svqt5sdm2xmkbxcgmpzis/app.bsky.feed.post/3mjpo3njdhs2x,2026-04-17 19:32:42.179000+00:00,Trump Effect: Apple Expands American Manufacturing Program with 4 Partners: www.breitbart.com/tech/2026/03...,0,0,2026-04-17,0.9983,positive
at://did:plc:tkxsfqle3hxknzduwposooxz/app.bsky.feed.post/3mjpoducxuk26,2026-04-17 19:37:17.747000+00:00,"Olivia Rodrigo Promotes ""Drop Dead"" With Apple Music! www.beautifulballad.org/2026/04/17/o...",0,0,2026-04-17,0.9401,positive
at://did:plc:pnda3axxqegqq6vy3iarjajf/app.bsky.feed.post/3mjputz2uec2m,2026-04-17 21:33:42.044000+00:00,🥳 Skoro 3.15.1 is now on the App Store. Track scores when playing sports or games with Skoro: apps.apple.com/app/id160831... #AppStore #Apple #iOSapp #GameNight #gaming,0,2,2026-04-17,0.0036,negative
at://did:plc:rnxllj766nac3ervq7vmdkcc/app.bsky.feed.post/3mjofenno222g,2026-04-17 07:24:00.895000+00:00,"Apple blossom, a few lingering tulips and forget-me-nots in my Devon garden this week. #FlowersOnFriday #blossom #garden",4,31,2026-04-17,0.9935,positive
at://did:plc:ndcr7jd5ugla7dvlx4ckra6e/app.bsky.feed.post/3mjpvwn5ws22p,2026-04-17 21:53:03.968000+00:00,"Kind of meh. For me. Not needed. Bug fixes and polish welcome, though. ""Apple to Unveil iOS 27 in June With These New Features Beyond Siri""",0,0,2026-04-17,0.9945,positive
at://did:plc:ndf2tpwjhkfbu5wwz4pe2fol/app.bsky.feed.post/3mjnw7rxnlk2w,2026-04-17 02:52:51.517000+00:00,"Honey soap with jasmine, vanilla and ember. It's like an apple orchard in Spring.",0,0,2026-04-17,0.9986,positive
at://did:plc:m5f5r7zpccaqalcrf43yncy4/app.bsky.feed.post/3mjnyvxq6pk27,2026-04-17 03:41:03.247000+00:00,"Is it possible to buy the Nine Inch Noize (Nine Inch Nails + Boys Noize) ""Halo 38"" album? Or does one need Spotify or Apple Music subscriptions? Are we no longer exchanging money for products?",0,2,2026-04-17,0.0004,negative
at://did:plc:2sidns5sb4psqgiobitewfsa/app.bsky.feed.post/3mjp57r4lak2d,2026-04-17 14:30:46.563000+00:00,"Alternatively, At least finish that one line. “What’s that one bad apple do to the rest mother fuckers?”",0,3,2026-04-17,0.0005,negative
at://did:plc:xtyls3ka4rnez4vlzqyx5c5e/app.bsky.feed.post/3mjp5rx6dns2h,2026-04-17 14:40:56.891000+00:00,"Bread ""Baby I'm A Want You"" (I was in 8th grade when it released, got it with babaysitting money) I STILL love all the songs and still listen (thanks Apple Music)",0,0,2026-04-17,0.9998,positive
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mjp4vwixh22b,2026-04-17 14:24:50+00:00,#NowPlaying 🕛 12:24 am 🎵 BLESSINGS 🧑‍🎤 Sam Alfred & WOLTERS 🎧 Apple Music,0,0,2026-04-17,0.0349,negative
at://did:plc:rxzk3xsi4qewnu7yrl6ugyrh/app.bsky.feed.post/3mjq2zxv6r22k,2026-04-17 23:24:24.588000+00:00,"Try Apple TV free for 1 week. tv apple.co/4pOeDpP The home of Apple Originals. Apple TV is on Apple and Android. After the 1 week free trial, streaming subscription automatically renews at the standard rate per month until cancelled. Terms and conditions apply. Ad.",0,0,2026-04-17,0.0017,negative
at://did:plc:er5hvnhesox4rlapmvprqvv7/app.bsky.feed.post/3mjq3lmphpk2i,2026-04-17 23:34:16.846000+00:00,"The original 1973 ""Lemonade Stand"" game ran on a UNIVAC 1110 mainframe owned by the Minnesota Educational Computing Consortium (MECC), for schools in the state of Minnesota to log into, but with the Apple II and friends, they went on to sell Oregon Trail and other games. en.wikipedia.org/wiki/MECC",0,0,2026-04-17,0.0012,negative
at://did:plc:33pwbudmx7nasj3337pvy2oc/app.bsky.feed.post/3mjpghfgpis2o,2026-04-17 17:16:06.423000+00:00,"It's still Apple, so: bsky.app/profile/ashl...",0,0,2026-04-17,0.0101,negative
at://did:plc:bqlbgwrshaxvlksgrzgs5cvz/app.bsky.feed.post/3mjph2pbub22k,2026-04-17 17:26:54.283000+00:00,Apple music autoplay just be doing shit like omg…,1,38,2026-04-17,0.0007,negative
at://did:plc:ib56bfp6mojnwkcbkmdtxoew/app.bsky.feed.post/3mjpeobchos25,2026-04-17 16:44:09.488000+00:00,iOS and Apple commitment to privacy is what keeps me on iPhone. I could never use the privacy nightmare that is Android. I would love we had a third mobile OS in the market. The duopoly is annoying.,0,1,2026-04-17,0.005,negative
at://did:plc:cweysc3thpa3tpuukyx5ya7l/app.bsky.feed.post/3mjpxww7fuji2,2026-04-17 22:28:54+00:00,"2026 Hey Siri Songs - Day 106 ""Hey Siri. Play Dangerous Game by Blu DeTiger."" #Nite #HomePod #Music #BluDeTiger Apple Music: https://music.apple.com/gb/album/dangerous-game/1725198242?i=1725198250 Spotify: https://open.spotify.com/track/4JxNOssbmVimAyBNN6pvHV",0,0,2026-04-17,0.0041,negative
at://did:plc:crrm4ncvlv6zzvo2ia32eh4n/app.bsky.feed.post/3mjoexfqg5k2w,2026-04-17 07:16:36.390000+00:00,She got them Apple bottom jeans Boots with the fur,0,0,2026-04-17,0.0501,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mjnxcljmv22l,2026-04-17 03:10:10+00:00,#NowPlaying 🕐 1:10 pm 🎵 Heaven Scent 🧑‍🎤 Soulwax 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-04-17,0.0872,negative
at://did:plc:kb6es7obgo7szunj3i2qklit/app.bsky.feed.post/3mjp2fbqjz227,2026-04-17 13:40:10.541000+00:00,"I'm going tonight and the first thing I made sure of today is that my Loop earplugs haven't fallen out of their carrying case. The only reason I own them? Yankee Stadium. The speakers are right over our seats and I've legit gotten alerts on my Apple watch like ""Uh, bit noisy, innit?",0,0,2026-04-17,0.0071,negative
at://did:plc:66olsrn3qyy77i6i4ilgg65k/app.bsky.feed.post/3mjp3a6w3sk2j,2026-04-17 13:55:13.546000+00:00,Franklin Graham is living proof that the apple doesn't rot far from the tree.,0,0,2026-04-17,0.9995,positive
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mjnv2welgg2p,2026-04-17 02:30:57+00:00,#NowPlaying 🕜 12:30 pm 🎵 Squish 🧑‍🎤 Gretel 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-04-17,0.0032,negative
at://did:plc:xvcfq6mmgymcmqsrqaehkutd/app.bsky.feed.post/3mjoziz4pwk2w,2026-04-17 13:24:21.974000+00:00,Big news for the planet! 🌍 30% of all materials in Apple products shipped in 2025 came from recycled sources! ♻️ #Apple2030 goal: ✨ #Apple #Sustainability #EarthDay #CleanEnergy #Recycling #MacBookNeo #ZeroWaste #Innovation #RMNDigital RMN Digital: www.rmndigital.com/apple-hits-s...,0,1,2026-04-17,0.0023,negative
at://did:plc:rxzk3xsi4qewnu7yrl6ugyrh/app.bsky.feed.post/3mjocfzkgnk23,2026-04-17 06:31:05.702000+00:00,Swim BTS Play on Apple Music apple.co/4bLIDhy Ad.,0,0,2026-04-17,0.0131,negative
at://did:plc:dtg2oeh4jj3lmbcxyxl6nm34/app.bsky.feed.post/3mjovwwcpki2k,2026-04-17 12:20:33.735873+00:00,"A source said to be familiar with Apple's supply chain today revealed the color options Apple is planning for the iPhone 18 Pro, iPhone 18 Pro Max, and the upcoming foldable iPhone. Image via Macworld. The information comes from Macworld, which says the signature new color for this year's ..",0,1,2026-04-17,0.1615,negative
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mjovzygkmu2o,2026-04-17 12:20:44+00:00,#NowPlaying 🕙 10:20 pm 🎵 Man's World 🧑‍🎤 Cat Clyde 💿 Mud Blood Bone 🎧 Apple Music / YouTube Music,0,0,2026-04-17,0.01,negative
at://did:plc:cly4zk3d3a2wrrbb52plfz7f/app.bsky.feed.post/3mjnmzxcjek2s,2026-04-17 00:08:32.115000+00:00,Please tell me the reason he couldn't get to the Apple store for four days was because his phone is his car key and also the thing he needs to call an Uber,0,60,2026-04-17,0.0007,negative
at://did:plc:wcaauepwkl4b5lu4yu7wf4g2/app.bsky.feed.post/3mjpqnfoctc2l,2026-04-17 20:18:25.417000+00:00,"Digital Audio Workstation, software that allows for recording via an interface. Apple have GarageBand free on most devices or Logic Pro for the higher end these are DAWs. Your DAW inputs may need to be enabled on the Chanels you are using.",0,0,2026-04-17,0.0021,negative
at://did:plc:v7cr2tku4t4stsq37mx2dcxo/app.bsky.feed.post/3mjprtx5hy22n,2026-04-17 20:39:58.807000+00:00,Joined the Apple News Today podcast to talk about the fight over civil liberties and spy powers: open.spotify.com/episode/3b5q...,0,0,2026-04-17,0.1652,negative
at://did:plc:egbiixcmepvxvtkw2lieyinc/app.bsky.feed.post/3mjpsbjy6ic2j,2026-04-17 20:47:34.753000+00:00,(The funny thing about this is that Apple Cinemas in Fresh Pond would absolutely be the place that throws an almost-direct-to-video shark movie in one of the 14-person screens if it was a slow release week.),0,0,2026-04-17,0.0119,negative
at://did:plc:gsguzyx64oghr37pgezh2euf/app.bsky.feed.post/3mjpmgar7sc2q,2026-04-17 19:02:50.422000+00:00,he would be happier if you fed him a pear instead of an apple. He cannot eat an apple all by himself it is irresponsible to give him one!,0,1,2026-04-17,0.0017,negative
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mjovawovmn2l,2026-04-17 12:07:30+00:00,#NowPlaying 🕙 10:07 pm 🎵 Fallin Luv 🧑‍🎤 Rino 🌱 Triple J Unearthed 🎧 Apple Music / YouTube Music,0,0,2026-04-17,0.0154,negative
at://did:plc:brgzzc3whw24y5w7wl3hcfhn/app.bsky.feed.post/3mjo3fdx7bs2e,2026-04-17 04:25:26.859000+00:00,"Waxahatchee also did a song a few years ago for an Apple TV+ cartoon and that song was also, predictably, terrific. She just does not miss. www.youtube.com/watch?v=ff19...",0,1,2026-04-17,0.9998,positive
at://did:plc:4ivrqn4k2ixtarzr64u2wfqy/app.bsky.feed.post/3mjozqjjz3iw2,2026-04-17 13:28:32+00:00,What's the first computer you ever bought? Me: Apple IIc.,0,0,2026-04-17,0.019,negative
at://did:plc:wadzs3vsb4nzsl6kg67wlhag/app.bsky.feed.post/3mjpjj7tevc2w,2026-04-17 18:10:48.882000+00:00,"Nothing fancy this morning. Just seasoned some golden potatoes with a bunch of stuff and tossed it in a pan with some red bell pepper, sweet onion, and apple in avocado oil. Turned out pretty good. Now if we could just stop forgetting our tea so it doesn't go cold.",0,7,2026-04-17,0.9994,positive
at://did:plc:nl4wlx7osyj2mlej2qdcexie/app.bsky.feed.post/3mjpkpumnkc2v,2026-04-17 18:32:25.750000+00:00,Sorin taking the limelight it's okay Ellisia can chill in the shadow with jade 👀😈🤭 She's just so apple.... 😍 I get it I always think the same with the polls LMAO like trying to make sure they aren't so obvious 😂😤,0,1,2026-04-17,0.9966,positive
at://did:plc:af2y3mb7sh3cob7xdpiymtcf/app.bsky.feed.post/3mjpisigmh22i,2026-04-17 17:58:06.139000+00:00,"🌊 Some Good Friday night action! 🆚 Sporting Kansas City 🏟️ BC Place Stadium 📍 Vancouver, Canada 🗓️ Friday, April 17th, 2026 ⏰ 7:30 PM PT 📺 Apple TV + TSN 🏆 Major League Soccer | Matchday 8 #VWFC",1,4,2026-04-17,0.994,positive
at://did:plc:is7mtapkpnvxq77sxyv64xzq/app.bsky.feed.post/3mjnqxxe6ns2j,2026-04-17 01:19:00.027000+00:00,"Someone on Apple Music's back end decided Portishead is Acid Jazz. Just, no",0,4,2026-04-17,0.0005,negative
at://did:plc:atsc4aguu3k64nx6smrj4rgq/app.bsky.feed.post/3mjp4ef6mb22w,2026-04-17 14:15:28.076000+00:00,"New episode of United For Peace, a podcast covering the history of UN peacekeeping, up now! You can find it on the website, with links to Apple Podcasts and Spotify. www.ufppodcast.com",0,0,2026-04-17,0.8704,positive
at://did:plc:5buikzg4ppbye7ib7chprio6/app.bsky.feed.post/3mjpc66osis2k,2026-04-17 15:59:22.390000+00:00,Or listen to the episode on Apple Podcasts: podcasts.apple.com/us/podcast/p...,1,6,2026-04-17,0.0211,negative
at://did:plc:3qjgg6cqpqxqwgre5pwyh74q/app.bsky.feed.post/3mjpvadtbo22q,2026-04-17 21:40:35.985000+00:00,He’s is a prime example of how often the apple falls FAAAAAAAR from the tree.,0,4,2026-04-17,0.0313,negative
