tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia,puntuacion_sentimiento,sentimiento
at://did:plc:2rspfksm22dkvyb2emudyslm/app.bsky.feed.post/3mmcwq2gxzc2i,2026-05-20 22:18:15.042000+00:00,This is actually as American as Apple Pie now,2,272,2026-05-20,0.0176,negative
at://did:plc:p3hfbximjmqpnzkcybcs62gg/app.bsky.feed.post/3mmcujb3ii22v,2026-05-20 21:38:39.621000+00:00,Apple➡️Fish⬅️Crow Crow➡️Apple⬅️Fish Apple⬅️Crow⬅️Fish 😀👍,22,103,2026-05-20,0.0692,negative
at://did:plc:3hnrypkeyry5ttvxaqpcizbf/app.bsky.feed.post/3mmchgljxmc2j,2026-05-20 17:44:31.292000+00:00,Golden apple! #pixelart #weeklypixels,28,214,2026-05-20,0.9986,positive
at://did:plc:r335dcuzq7ta2fmsb2gk4dgn/app.bsky.feed.post/3mmct3f5z4c2j,2026-05-20 21:13:00.414000+00:00,they know there's nothing like a new york slice in da big apple babey.....,19,89,2026-05-20,0.019,negative
at://did:plc:mob4vpxlxhardtzbivf2qjli/app.bsky.feed.post/3mmcw3xbz722e,2026-05-20 22:07:00.643000+00:00,"2024 POTUS /2026 primary turnout GA R+2/D+10 KY R+30/R+16 AL R+31/R+16 All 3 states had contested R primaries for GOV &/or SEN, & only GA is expected to be contested in the general. Not apple to apple, more apple to quince, or kumquat to grapefruit, but 2024 v primary: GA D+12 KY D+14 AL D+15",20,59,2026-05-20,0.0092,negative
at://did:plc:ux6j7ehwc4qw77oxewaoasqa/app.bsky.feed.post/3mmcuyoi3tc2n,2026-05-20 21:47:16.995000+00:00,Oomf is a single apple tall,4,53,2026-05-20,0.9934,positive
at://did:plc:icbmlx7gi7rnejbkg2rnglxd/app.bsky.feed.post/3mmc34gniy22u,2026-05-20 14:04:05.709000+00:00,𝔖𝔭𝔦𝔯𝔦𝔱 𝔬𝔣 𝔞𝔫 𝔄𝔭𝔭𝔩𝔢 𝔗𝔯𝔢𝔢 🍎🌸,229,697,2026-05-20,0.0477,negative
at://did:plc:wllajaihnqrivbhxouer4jqz/app.bsky.feed.post/3mmd3gkhhms2x,2026-05-20 23:42:24.998000+00:00,"Please y'all we've been begging them for years. Making it easier for users to set alternative search engines as a default is a win for all of us, including and especially Apple.",6,82,2026-05-20,0.9996,positive
at://did:plc:dpkercqgdmo77xz6ojx3zwi6/app.bsky.feed.post/3mmd2zfxucg2m,2026-05-20 23:35:02.613000+00:00,"2026 Apple Design Award finalists announced! ""A moment to step back and celebrate the work of Apple developers across the community."" #WWDC #WWDC26 #AppleDeveloper #iOSDev Apple Design Awards - 2026 finalists - Apple Developer developer.apple.com/design/aw...",0,10,2026-05-20,0.9995,positive
at://did:plc:pff6dvtwdiafiwj5jt6swjkh/app.bsky.feed.post/3mmcemiex322r,2026-05-20 16:54:08.084000+00:00,Embarrassing Apple Watch tan line,1,52,2026-05-20,0.0002,negative
