tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia
at://did:plc:tr7vjorm4lkvyd2kghec7f2i/app.bsky.feed.post/3mbxsybk75s2g,2026-01-09 06:00:02.556000+00:00,"After watching Last Frontier and Hijack, I am impressed with how much Apple TV decision makers also love absolute trash.",0,0,2026-01-09
at://did:plc:wyto2wx4crb52rqrokju3xz3/app.bsky.feed.post/3mby5mrpe422m,2026-01-09 09:10:28.008000+00:00,sweet as a honeycrisp🍏💚 - - #ocsky #mp100oc,1,3,2026-01-09
at://did:plc:xwhsmuozq3mlsp56dyd7copv/app.bsky.feed.post/3mbxupfatc22q,2026-01-09 06:30:51.937000+00:00,i bought it ages ago; i'd drop it if apple would release a music client for linux ^^ on macOS and Windows I just use the official apple music client even tho on windows it is a bit buggy,0,0,2026-01-09
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mbxafcfmbc2c,2026-01-09 00:26:08+00:00,#NowPlaying 🕚 11:26 am 🎵 Get Ur Freak On 🧑‍🎤 Missy Elliott 💿 Miss E... So Addictive 🎧 Apple Music / Spotify / YouTube Music 📝 Lyrics,0,0,2026-01-09
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mby76j3isg2a,2026-01-09 09:37:11+00:00,#NowPlaying 🕣 8:37 pm 🎵 You Got Me 🧑‍🎤 The Roots 💿 Things Fall Apart 🎧 Apple Music / Spotify 📝 Lyrics,0,0,2026-01-09
at://did:plc:lsqc2h3sx7vd2pyjpa7cnoip/app.bsky.feed.post/3mbynd2ir4k2v,2026-01-09 13:51:21.555000+00:00,"Growing up in Western Mass, just below Vermont, was a lot more special in many ways than I appreciated at the time. Seems like every town around had a couple apple orchards. Maple syrup just as good as Vermont. CORN! Cheeses. Baked goods incorporating all the local berries, fruits, and veg.",0,2,2026-01-09
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mbz2tm3j2q2o,2026-01-09 17:51:50+00:00,#NowPlaying 🕟 4:51 am 🎵 Paradise Runner 🧑‍🎤 Overmono 🎧 Apple Music / Spotify / YouTube Music 📝 Lyrics,0,0,2026-01-09
at://did:plc:cm4zuc44ywkzmyfkqzsyohq7/app.bsky.feed.post/3mbzecdbvok2p,2026-01-09 20:42:33.275000+00:00,Probably backed up live to his account (if it was apple iCloud) ...,0,2,2026-01-09
at://did:plc:2zxstmej2pdndys4mngzpchz/app.bsky.feed.post/3mbzkbkngc223,2026-01-09 22:29:29.888000+00:00,I reported the X app in the Apple Appstore for child pornography. Be a shame if we all did.,0,0,2026-01-09
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mbysvrohjy26,2026-01-09 15:29:11+00:00,#NowPlaying 🕑 2:29 am 🎵 Girls Gone Wild 🧑‍🎤 JT 🎧 Apple Music / Spotify / YouTube Music 📝 Lyrics,0,0,2026-01-09
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mbye7gnyel23,2026-01-09 11:07:45+00:00,#NowPlaying 🕙 10:07 pm 🎵 We Made It 🧑‍🎤 SIX60 🎧 Apple Music / Spotify 📝 Lyrics,0,0,2026-01-09
at://did:plc:e4zdo3mhuz4bg3txs2e3on5f/app.bsky.feed.post/3mbywhql4ik2n,2026-01-09 16:35:02.595000+00:00,"Now every time I eat beans, nuts, an orange, apple, spinach, etc it feels like telling bobby to gth, very satisfying",0,1,2026-01-09
at://did:plc:6odrjokqyag6eq6gl7qjcrnh/app.bsky.feed.post/3mbydvopxjs2m,2026-01-09 11:02:49.324000+00:00,"My theory is that because Apple/Google allow Grok/X on their app stores while doing this, I assume they are complicit in using this as a wedge issue to hammer against UK/EU and their ability to influence big US tech companies.",0,1,2026-01-09
at://did:plc:2aumdq7odforvxlyxucofbov/app.bsky.feed.post/3mbz5jfs3tk2g,2026-01-09 18:41:14.590000+00:00,Grok has been climbing Apple and Google’s app store rankings amid calls to remove it for sexualized images. By @rani.bsky.social sherwood.news/tech/grok-ha...,3,4,2026-01-09
at://did:plc:5pb5kvimehmxlnl6sc3nz5e6/app.bsky.feed.post/3mbywmnujtc2m,2026-01-09 16:37:47.530000+00:00,The chokehold Bad Apple! has on me after like 15 years despite never having actually been into Tohou Project,0,6,2026-01-09
at://did:plc:ov5uhaegbyv2fffsw7myu53q/app.bsky.feed.post/3mbzomfnh422e,2026-01-09 23:47:08.711000+00:00,"If it’s Friday, it must be the One-Minute Political Update Podcast! Episode 175: U.S. Economy Sinks Lower Than ICE Available on YouTube Shorts, Apple Podcasts, Spotify, and Glorify, the new platform for Gloria Estefan fans. youtube.com/shorts/oFjx7... #Trump #Minneapolis #ICE #JobsReport",0,2,2026-01-09
at://did:plc:b3gvdruzvj2q4i73v5zpnmu3/app.bsky.feed.post/3mbznj7yzrs2r,2026-01-09 23:27:28.396000+00:00,Love the apple cutie mark.,0,1,2026-01-09
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mbzlnub4bb2v,2026-01-09 22:53:02+00:00,#NowPlaying 🕤 9:53 am 🎵 What's Next 🧑‍🎤 Rum Jungle 🌱 Triple J Unearthed 🎧 Apple Music / Spotify / YouTube Music,0,0,2026-01-09
at://did:plc:jxpnis6f734urspozkwuu5yt/app.bsky.feed.post/3mbzm3eqdji2c,2026-01-09 23:01:49.282207+00:00,"[Q] Why new york called the big apple? [A] One time, a giant apple came into the city and then........ [2007]",2,3,2026-01-09
at://did:plc:vt5oaibggd742s42gtgwv3g5/app.bsky.feed.post/3mbze76o6gk2n,2026-01-09 20:40:47.768000+00:00,@arnoudwokke.bsky.social Er zijn nu bijna 7000 pre-orders. Als er voor 31 januari 10.000 zijn gaan ze een integreerbare achterkant creëren. Het enige Europese smartphonesysteem dat anders is dan Google en Apple. Van ex-Nokia ontwikkelaars. commerce.jolla.com/products/jol...,0,0,2026-01-09
at://did:plc:fwoq4y4ddxuoye2io4peagju/app.bsky.feed.post/3mbzovfapyc2y,2026-01-09 23:52:10.286000+00:00,Remember when Apple yeeted Tumblr for unmoderated child porn hidden deep in the site and then we lost all porn all together on Tumblr?,0,0,2026-01-09
at://did:plc:efjom5m43olmo64zyljqeqq4/app.bsky.feed.post/3mbzdrzgzgc2d,2026-01-09 20:33:26.085000+00:00,Pen pineapple apple pen.,2,2,2026-01-09
at://did:plc:apusmulaaju3u5wfkg6vebfp/app.bsky.feed.post/3mbzffsts6k2a,2026-01-09 21:02:23.982000+00:00,sandra asking this because people are throwing 🍅 at colton during their disagreement 😭😭 #TheTraitorsUS,0,9,2026-01-09
at://did:plc:ibuciczjdcfajqygstebv5h5/app.bsky.feed.post/3mbzlbmwie223,2026-01-09 22:47:26.025000+00:00,"Those Hot Apple Pies though? Cooked on the surface of the bloody sun, I swear. You used to be able to order them with soft serve on top, and that was the only way I could do it.",0,2,2026-01-09
