tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia
at://did:plc:k55ti7rjb3wlqlrrzbn75add/app.bsky.feed.post/3mpt26wmpqk2x,2026-07-04 12:18:26.254000+00:00,a custom apple mudkip for @vickyallon.bsky.social ! 🍎,192,623,2026-07-04
at://did:plc:hoj627nc4fjm2bnpxnpj5uj6/app.bsky.feed.post/3mptuakiz7k24,2026-07-04 20:04:37.967000+00:00,"eating hot dogs, apple pie, and ice cream but in a really anti-American mentality",14,323,2026-07-04
at://did:plc:gi7nvqau5vxlfnna5tzevkuw/app.bsky.feed.post/3mpu6yxth422d,2026-07-04 23:17:14.661000+00:00,Apple Pup 🍎🐶🍏,17,69,2026-07-04
at://did:plc:cilflthhvjzz6dz6k765zjwa/app.bsky.feed.post/3mpsaqy5wls2z,2026-07-04 04:43:14.580000+00:00,Me opening Apple TV: I'm here... for the baseball game? Apple TV: ... the what?! Me: The baseball game... I was told it's an Apple TV exclusive Apple TV: That's something we do? Well just keep scrolling down and you might eventually see it somewhere,5,59,2026-07-04
at://did:plc:75vvcvl7vwir4dq4rdrd4yxg/app.bsky.feed.post/3mpu2wx2zz22b,2026-07-04 22:04:31.783000+00:00,Want some apple pie? #art #anthro #cartoon #tanuki #furryart #oc,14,64,2026-07-04
at://did:plc:lzyp6qjpmjwpqgszkplbju53/app.bsky.feed.post/3mptcaofx3s2g,2026-07-04 14:42:34.625000+00:00,Apple Submitted the MacBook Neo & Lil' Finder Guy campaign to the Cannes Lions festival.,1,96,2026-07-04
at://did:plc:o6vjtfcp6zt6ayw4kuhlukkg/app.bsky.feed.post/3mprrg7kvpk2b,2026-07-04 00:08:47.113000+00:00,New shirt… from Poison Apple Printshop.,1,52,2026-07-04
at://did:plc:7rsjdyalzv3zjtathjdhbb4h/app.bsky.feed.post/3mpsupf6jzk2x,2026-07-04 10:40:15.941000+00:00,Good morning 🌞 Happy Raturday!!! I'm having dried apple 🍎 for breakfast 😍,13,95,2026-07-04
at://did:plc:b4q2wtnjhwojp5jf5yzir4en/app.bsky.feed.post/3mpry6ki6622d,2026-07-04 02:09:46.236000+00:00,Attack on @squidinu.bsky.social! #artfight2026 #art,122,468,2026-07-04
at://did:plc:hh6wteyrcp2plxiq2ibp6zpg/app.bsky.feed.post/3mptqi4ssls2n,2026-07-04 18:57:17.076000+00:00,I'm still not over Ozzie gifting Lucifer an apple gag. I hope we uncover a dildo next season,13,106,2026-07-04
at://did:plc:5tcnay4p6twkjxapbkg3iaz4/app.bsky.feed.post/3mptqh4noxc22,2026-07-04 18:56:43.351000+00:00,"Pie! Pumpkin, pecan, apple, banana cream, lemon meringue, ...",3,41,2026-07-04
at://did:plc:s3yuwqta4omdzg6l5dpatndu/app.bsky.feed.post/3mpu23fdpf22c,2026-07-04 21:49:07.226000+00:00,"🎶Bye, bye, Miss American Apple Pie🎶🍎🥧 (No really, go ahead and zoom in, they’re little red apples)",4,133,2026-07-04
at://did:plc:iwq76ekzcrli66ksfzbg3dhw/app.bsky.feed.post/3mps4xryhjk22,2026-07-04 03:35:28.023000+00:00,"On it, boss (his favorite is apple cake though)",4,51,2026-07-04
at://did:plc:33j4x3hgfblxabquwvhzddnu/app.bsky.feed.post/3mpt6m2jsr22k,2026-07-04 13:37:21.525000+00:00,"A dozen of apple cider donuts as requested by my friend for her party. I wouldn't say it's healthy with all the butter and sugar, but it's baked not fried. Recipe: sallysbakingaddiction.com/baked-apple-...",13,113,2026-07-04
at://did:plc:xqsbc5u4eayxksadbhzhzl4t/app.bsky.feed.post/3mptnklril22w,2026-07-04 18:04:58.645000+00:00,R A C I S M : as American as apple pie,13,43,2026-07-04
at://did:plc:dsnljf3uupzlchmhujzg3ood/app.bsky.feed.post/3mpry63idoc2g,2026-07-04 02:09:30.595000+00:00,@danryckert.com Airforce Gator sighting at Green Apple Books in SF. A staff pick!,1,62,2026-07-04
at://did:plc:nbfjoeficjzf3pejpontvril/app.bsky.feed.post/3mpsparqiw226,2026-07-04 09:02:37.100000+00:00,don’t forget to recharge your robot girls!,1,40,2026-07-04
at://did:plc:qpbvqp7ktpavg32eshpc4dc7/app.bsky.feed.post/3mps6s7atkc2v,2026-07-04 04:08:08.082000+00:00,"So the Fried apple pies are back at McDonalds, and they are every bit as good as I remember them. Damn.",8,104,2026-07-04
at://did:plc:zjlsbztvfvdnkuplpuheydy4/app.bsky.feed.post/3mpu6rpej7c2e,2026-07-04 23:13:10.903000+00:00,"also really like the names Parsley, Pepper, and Apple",0,20,2026-07-04
at://did:plc:3dg5zlv5v6tbzizwatnunvwu/app.bsky.feed.post/3mptbeb4toc2w,2026-07-04 14:26:41.254000+00:00,an apple a day keeps the hot wealthy doctors away,7,34,2026-07-04
