tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia
at://did:plc:ejlrm7bzpo53ssptj2oj2ljd/app.bsky.feed.post/3mp62r27ngk2g,2026-06-26 04:02:39.513000+00:00,Yeah. That mod solidified Apple Jack as best pony for me #mylittlepony #mlp #marvelrivals #anthro #digitalart #procreateart,252,1371,2026-06-26
at://did:plc:n27mx775abqfpnxugztgyhep/app.bsky.feed.post/3mp5xetafk22a,2026-06-26 03:02:08.316000+00:00,#art,132,599,2026-06-26
at://did:plc:x4qyokjtdzgl7gmqhsw4ajqj/app.bsky.feed.post/3mp742mtqkc2o,2026-06-26 13:58:34.516000+00:00,65 and also 7. And F. And also Apple.,2,143,2026-06-26
at://did:plc:vbdbnqqaeka5okgomg5vue2u/app.bsky.feed.post/3mp67ij6me22z,2026-06-26 05:27:21.928000+00:00,green apple,26,90,2026-06-26
at://did:plc:qpcog56rkfw5wi6wvn76ojee/app.bsky.feed.post/3mp5rcajdgk25,2026-06-26 01:13:19.128000+00:00,Giving Apple Carplay a whole new meaning 🚙,10,126,2026-06-26
at://did:plc:yibs5mlwchydqgncbxdo7ewa/app.bsky.feed.post/3mp73rjbaes2p,2026-06-26 13:53:28.771000+00:00,back pasture— an apple tree without a road to it #haiku #poetry,18,107,2026-06-26
at://did:plc:ug7ua3leprb7a4unatheughz/app.bsky.feed.post/3mp765dvx3s2w,2026-06-26 14:35:53.282000+00:00,I'm building a team:,10,106,2026-06-26
at://did:plc:knlwbyvg36keh64h6awokbqx/app.bsky.feed.post/3mp7xi3mqgc2e,2026-06-26 22:09:17.253000+00:00,"I loved the TV show PONIES, and I’m gutted it’s been cancelled! How do we convince Apple TV to rescue it? Do I write an email to Tim Apple?",1,51,2026-06-26
at://did:plc:j7dalflyvumpmlirop24fbbq/app.bsky.feed.post/3mp7umtogzs2m,2026-06-26 21:18:15.446000+00:00,"Apple; Red Photon Zillion Been wanting to do a new Zillion illustration forever now! Soon enough I'll have to get JJ, Champ and Amy done up!",43,172,2026-06-26
at://did:plc:7ssingpiouvbnyjlvtd4ivcn/app.bsky.feed.post/3mp7il6ctek2e,2026-06-26 17:42:34.603000+00:00,really good gay guy walk today,0,74,2026-06-26
at://did:plc:htbubefceh5d2eco6xysxh64/app.bsky.feed.post/3mp7eclevi222,2026-06-26 16:26:11.351000+00:00,"Aphrodite and the Golden Apple...The spirit of the drawing and underpainting somehow didn't translate to the final color version, something I've been working on a lot ever since. 22k gold accents on watercolor paper, acrylagouache, verithin pencil, acrylic.",37,148,2026-06-26
at://did:plc:wvt2kn37a4ln5hy7etrornfz/app.bsky.feed.post/3mp7vwyhjdc2k,2026-06-26 21:41:49.770000+00:00,"friend: i need some advice me, eating a raw potato like an apple: good news, you’ve come to the right person",26,61,2026-06-26
