tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia
at://did:plc:niegav2x5hfftoxenj56bpta/app.bsky.feed.post/3miczl2emmk2m,2026-03-31 01:28:21.907000+00:00,How did you get a clean setup with a Claude user in iMessage? I’ve attempted to make a new AppleID and use that but it’s getting blocked by Apple 😢 Other guides have said text yourself which seems like a hack. I much prefer you setup and would love a guide if possible.,0,0,2026-03-31
at://did:plc:fsftz5ue2bvlvkb6zx2bqdnh/app.bsky.feed.post/3micuzi2wnk27,2026-03-31 00:06:57.206357+00:00,It’s safe to say that the Gemini-powered Siri and Apple Intelligence features won’t arrive in beta this month. iOS 26.5...,0,1,2026-03-31
at://did:plc:qbhmginx4d7p5i7phptictkp/app.bsky.feed.post/3micy55oys22i,2026-03-31 01:02:41.888000+00:00,that apple lookin kinda cute tho,0,8,2026-03-31
at://did:plc:wrkiixesrxrk7ttfjrduevmd/app.bsky.feed.post/3micvatqg7c2o,2026-03-31 00:11:04.438000+00:00,I love encountering a plethora of drink options.,1,15,2026-03-31
at://did:plc:cgt7y53iumh5lxu4u6fxihuj/app.bsky.feed.post/3mieafkdvg22o,2026-03-31 13:03:13.263000+00:00,"Javier Bardem, Amy Adams, and Patrick Wilson star in CAPE FEAR from Nick Antosca and executive producers Martin Scorsese and Steven Spielberg. The 10-episode series will make its global debut June 5 with a two-episode premiere on Apple TV, followed by new episodes every Friday.",33,131,2026-03-31
at://did:plc:65owhm4jzbyvfuh7efrg47t3/app.bsky.feed.post/3miewqvl4nk2c,2026-03-31 19:43:16.454000+00:00,was reminded of this wip from last year...,6,60,2026-03-31
at://did:plc:wjljc54nads6ix5tlp4swebe/app.bsky.feed.post/3miexov5jif25,2026-03-31 20:00:02.568075+00:00,"teckel Web3 API hourly update Eth price (USD): 2093.39 (-0.1% 1 hr, +3.6% 24 hr) Click for API details API keys via App: Apple App Store Google Play Store #teckel #eth",0,0,2026-03-31
at://did:plc:m2yuqynl2cttvi4k5453yegh/app.bsky.feed.post/3mif52clc5662,2026-03-31 21:35:52+00:00,"📰 **Iran Threatens to Start Attacking Major US Tech Firms on April 1** Tech giants like Apple, Google, and Microsoft are among those on a target list released by Iran’s Islamic Revolutionary Guard Corps. 📰 Source: Feed: All Latest 🔗 Archive […]",1,0,2026-03-31
at://did:plc:syql2q3hxrw33ytabgqquau5/app.bsky.feed.post/3mif54urce22f,2026-03-31 21:37:20.300000+00:00,"Firefox has extensions which you can download and one of them is an ad blocker for youtube, which I have had no problems with so far. This one should work for Android and Apple as well. I prefer Safari but that’s just me.",1,1,2026-03-31
at://did:plc:rxa2ol3npuxieyiwlxicwnhp/app.bsky.feed.post/3mieh7ghjqs27,2026-03-31 15:05:04.056000+00:00,"Wow what a direct Apple ripoff for the time. White background, Garamond, the whole package!",0,1,2026-03-31
at://did:plc:5hner4gsf5kbz3oqkrkqpust/app.bsky.feed.post/3mie6557u4c2j,2026-03-31 12:22:43.581000+00:00,Can you imagine Ghost Rider paying for his happy meal with his Apple Watch? The mystique shattering would be audible.,0,2,2026-03-31
at://did:plc:f7bioyemyez3vghoawm5z3pb/app.bsky.feed.post/3miei6hzg2c2g,2026-03-31 15:22:25.876000+00:00,New Article: One wish already came true before I even published this. The other three are basically asking Apple to finish what they started,0,0,2026-03-31
at://did:plc:7exlcsle4mjfhu3wnhcgizz6/app.bsky.feed.post/3miejfzuohs23,2026-03-31 15:44:33.219000+00:00,"As Apple turns 50, all this week we're looking back at the company's impact over the last five decades — from the triumphs and failures of the Jobs eras to its current incarnation as an antitrust juggernaut. Read more stories right here:",4,17,2026-03-31
at://did:plc:wjljc54nads6ix5tlp4swebe/app.bsky.feed.post/3midm465ato25,2026-03-31 07:00:03.555142+00:00,"teckel Web3 API hourly update Eth price (USD): 2060.41 (-0.1% 1 hr, +0.9% 24 hr) Click for API details API keys via App: Apple App Store Google Play Store #teckel #eth",0,0,2026-03-31
at://did:plc:mlnxlkuqyederm2jgf4hybzu/app.bsky.feed.post/3miehtuzib224,2026-03-31 15:16:30.410000+00:00,"Love when people who ""do a modicum of Googling"" and then link to right-wing ratfucking as evidence. She outperformed broad market indexes because her husband is a tech investor. Most of their returns are from Apple, Google, MSFT, and Nvidia.. they've underperformed actual tech indexes.",0,1,2026-03-31
at://did:plc:5ruvbe2jztzmgdiu3npkhtco/app.bsky.feed.post/3mievd77tgk2l,2026-03-31 19:17:43.067000+00:00,"Hier zie ik vooral veel payconiq, via QR code.🤞 Zo leest de banking app het betalingsverzoek dan in en daar komen geen Apple of Google als tussenpersoon aan te pas. NFC betalen met de phone, da's wat anders, inderdaad! Voor de geïnteresseerden, een lijst met banking apps en hoe die werken op /e/OS:",0,1,2026-03-31
at://did:plc:jptd3o3khm4xxjzjusunswbs/app.bsky.feed.post/3miedh2iax22m,2026-03-31 13:57:44.964000+00:00,Lmao I don’t think that’s what she says….but lol leave it up Apple Music 🎶 😂,0,0,2026-03-31
at://did:plc:hvcbtk76kbuzb2js3r5kvusk/app.bsky.feed.post/3mieej4j5gc2w,2026-03-31 14:16:47.920000+00:00,"Interesting software, albeit in German)) #Newton #PDA #Apple",0,1,2026-03-31
at://did:plc:su5g4p3sdcd6phqqbfowhi7y/app.bsky.feed.post/3mieeivausk2j,2026-03-31 14:16:40.329000+00:00,"The Atlantic has become a refuge for real journalists... refugees really from the tech bro oligarchy flooding journalism. Small irony is as amazons wealth splinters wapo, it's the remnant of Apple fortune that steps up",0,0,2026-03-31
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mie4eunhlw2k,2026-03-31 11:50:38+00:00,#NowPlaying 🕥 10:50 pm 🎵 An Unnameable Desire 🧑‍🎤 Plini 🌱 Triple J Unearthed 🎧 Apple Music / YouTube Music,0,0,2026-03-31
