tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia
at://did:plc:tu5hmicqdpyugvvgz7h6pvfn/app.bsky.feed.post/3mojavdvof22y,2026-06-17 21:26:31.836000+00:00,So Apple will get tariff reimbursements and increase prices anyway. www.wsj.com/tech/apple-p...,47,144,2026-06-17
at://did:plc:mtr3pwmbnirvyp3robuicd57/app.bsky.feed.post/3mojixz6ovs2r,2026-06-17 23:51:11.195000+00:00,I concur. Apple TV should go all Hitchcock!,9,139,2026-06-17
at://did:plc:evum3ztvjvpmuc72fd5lhvjd/app.bsky.feed.post/3moios7366c2t,2026-06-17 16:02:38.757000+00:00,"join me, apple sickos",15,249,2026-06-17
at://did:plc:e3cyxeqboiqsybc3u6wvzysz/app.bsky.feed.post/3moiyamlgq22u,2026-06-17 18:51:46.357000+00:00,CR7’s watch like,76,401,2026-06-17
at://did:plc:ti5r4ma724pw4xpvug4xhovq/app.bsky.feed.post/3mojdrw5dfc2k,2026-06-17 22:18:17.960000+00:00,"""Big Shiny Derg V1"" Lineart commission for @nantang.dev :3 Drawn on my iPad (Procreate and Apple Pencil) :3",95,395,2026-06-17
at://did:plc:ljb5o7ltqkol72dxn33dlvrj/app.bsky.feed.post/3moiyeyey2c2w,2026-06-17 18:54:12.950000+00:00,"fuck off that's my apple, pears, and plums (the very hangry caterpillar)",29,88,2026-06-17
at://did:plc:uzi35yrxljtvimtw4cewytbj/app.bsky.feed.post/3moiznbkq622q,2026-06-17 19:16:44.744000+00:00,what flavor is your oc?,11,89,2026-06-17
at://did:plc:knj5sw5al3sukl6vhkpi7637/app.bsky.feed.post/3moii2iysk22f,2026-06-17 14:02:01.408000+00:00,Apple AirPods Pro 3 is $169 on Amazon amzn.to/4m5u2PT #ad,11,133,2026-06-17
at://did:plc:goheexvtrog2qvnzvzu2epxe/app.bsky.feed.post/3moh5o5nnak27,2026-06-17 01:23:29.678000+00:00,stupid idiot apple head,34,384,2026-06-17
at://did:plc:zxkpwbvkjlneyeiayulmnyjm/app.bsky.feed.post/3mojc3rve5k2a,2026-06-17 21:48:01.574000+00:00,"""Didn't you make 200 billion dollars in record profit last year?"" Apple:",5,67,2026-06-17
at://did:plc:nknitr2r7wd7fao2v7cpi5hn/app.bsky.feed.post/3mojgmm6d3c2b,2026-06-17 23:09:00.970000+00:00,"Video from earlier this morning, trying out my new Nasty Pig Candy Apple Swim Brief😈🐷",2,46,2026-06-17
at://did:plc:ufcj3tjotzbvhhstlo43mqcq/app.bsky.feed.post/3mojiwo36es2y,2026-06-17 23:50:25.989000+00:00,🍎 #3dart #lowpoly,23,73,2026-06-17
at://did:plc:w6adnkpcgqb67lqi5nxcy7l5/app.bsky.feed.post/3moj756ttuc2i,2026-06-17 20:55:07.485000+00:00,Apple Watch give me credit for things im not sure they should give me credit for… “You stood up” Did you think i died????,4,105,2026-06-17
at://did:plc:hkr4i6axforthbin4wg4fx4k/app.bsky.feed.post/3moimxye4fc27,2026-06-17 15:30:05.551000+00:00,"a New Yorker reject, for you",18,142,2026-06-17
at://did:plc:knj5sw5al3sukl6vhkpi7637/app.bsky.feed.post/3mojaex4rdk2f,2026-06-17 21:17:21.566000+00:00,The Expanse: The Complete Series (HD Digital) is $19.99 on Apple TV apple.co/4eSWXW3 #ad Fandango at Home buff.ly/hsV7nc6,10,75,2026-06-17
at://did:plc:fcj4rgdwrze5wr2ofd37xpxx/app.bsky.feed.post/3moitya2kec2f,2026-06-17 17:35:29.810000+00:00,Big Green Apple. Underrated fat distribution,5,24,2026-06-17
at://did:plc:h3qz3m7dphrobwe6ubhikr4x/app.bsky.feed.post/3moit2wi57k2m,2026-06-17 17:19:06.700000+00:00,"Hot Buttered Apple - The end product of Hyrule's Hero of the Wild taking an apple and melting it together with an entire package of goat butter Estimated 1850 calories in-game, heals two hearts Actual recipe here: sheikahplate.com/2018/11/06/h... Estimated 280 calories following the real recipe",16,102,2026-06-17
at://did:plc:qzuw62ra5pgoy7ohoaj4gd7v/app.bsky.feed.post/3moh4s4hklk24,2026-06-17 01:07:48.926000+00:00,"""Specifically, the water is more or less the color of a sour apple Jolly Rancher now. It looks like they're brewing Yodas in there. "" LOOOL",684,4415,2026-06-17
at://did:plc:crdyqyinej4zretgkh4eh3ns/app.bsky.feed.post/3moj7pl2mxk27,2026-06-17 21:05:24.270000+00:00,"Apple: “Unfortunately, price increases are unavoidable.”",5,20,2026-06-17
at://did:plc:pvau6mlsnmnpjjzs2fwtiyrk/app.bsky.feed.post/3moj7wmnfws2g,2026-06-17 21:09:20.811000+00:00,Prices are rising because a thing no one ever asked for is using up all the resources. The economy is doing great!,92,471,2026-06-17
