tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia
at://did:plc:l7xyuvm5zqwlkkujw7nxtjmz/app.bsky.feed.post/3mheypxo3rk2r,2026-03-19 02:53:20.951000+00:00,Was gifted an Apple Watch and I think it’s going to be pretty useful once I stop forgetting it every time I leave home.,0,16,2026-03-19
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mhfd2magop2x,2026-03-19 05:56:13+00:00,#NowPlaying 🕟 4:56 pm 🎵 Cloud Nine 🧑‍🎤 The Temptations 💿 Anthology 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-19
at://did:plc:4oh6wubwugjmjwadmrbyimkf/app.bsky.feed.post/3mhfupwv4us23,2026-03-19 11:14:24.904000+00:00,or the uh. what's the apple silicon one. asahi?,0,0,2026-03-19
at://did:plc:sbkc77na7jjedxretiseyvq5/app.bsky.feed.post/3mhfudlgoik2u,2026-03-19 11:07:30.238000+00:00,#Psychohistory Tablets Of Testimony (Self-Cyclical Return and Evolution) #EternalReturn #Time #Space #Cycles #Tablets #Technology #Apple #SteveJobs #TheProphetJob en.wikipedia.org/wiki/Tablets...,0,0,2026-03-19
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mhfoc2uwjv2u,2026-03-19 09:17:44+00:00,#NowPlaying 🕗 8:17 pm 🎵 Heavy Metal 🧑‍🎤 Ben Lee 💿 This One's For The Old Headz 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-19
at://did:plc:mar7tkhqld3i3ay5bsx7sg3s/app.bsky.feed.post/3mhfosgci2s2i,2026-03-19 09:28:25.727000+00:00,I like how NH’s is “apple cider doughnut.” That’s the weirdest food you’ll find in New Hampshire; a donut that they literally make everywhere in autumn. 🤣,0,1,2026-03-19
at://did:plc:lgds4jdbv2kmui7wrjmiysfs/app.bsky.feed.post/3mhesrsjm6k2q,2026-03-19 01:07:00.218000+00:00,please note they for some reason have apple cider doughnuts listed as weird?,0,0,2026-03-19
at://did:plc:dp3foxpwr3vxnag3ou5shg2b/app.bsky.feed.post/3mhg4g64qps2e,2026-03-19 13:32:06.883000+00:00,"Your hopes and dreams made real in all their ugly glory. Like watching your child, the apple of your eye, fall face down in a muddy puddle.",0,4,2026-03-19
at://did:plc:x33e4efoxfwoyv74cyyrh3er/app.bsky.feed.post/3mhg4ggtho22q,2026-03-19 13:32:15.987000+00:00,"Southern Heirloom Apple Tree “Cauley “ , just waking up, first year, was bare root . #tree #new #heritage #fruit",0,3,2026-03-19
at://did:plc:fqx46md74csov2hoaspit3o3/app.bsky.feed.post/3mheqdnkbas2h,2026-03-19 00:23:17.741000+00:00,today's archiving/packing station.,0,20,2026-03-19
at://did:plc:c4uu345w6n7unkl4y6mpvnur/app.bsky.feed.post/3mheuklsvhc2g,2026-03-19 01:38:45.779000+00:00,Some apple-peach cobbler with Tillamook Peaches & Cream ice cream 🖤,0,13,2026-03-19
at://did:plc:x6gqdq3ny6ap4ncpvxpkjwgu/app.bsky.feed.post/3mhevyic65s2u,2026-03-19 02:04:25.596000+00:00,"Okay, now that the day is over and it won't be a spoiler: I looked at ""apply"" and thought ""apple-y"", like Apple Jacks cereal. Kinda apple flavored? Apply? Not a word, right? Ummm, good grief. 🍎",0,2,2026-03-19
at://did:plc:h6disr7eqpr3ws2eqsd7rnft/app.bsky.feed.post/3mhetvsjdz52s,2026-03-19 01:27:07.159088+00:00,"Apple iPhone 15 (512 GB) - Preto - Distribuidor Autorizado -- Mercado Livre R$ 4.949,10 Cupom: MELHORPROMO Compre aqui ⬇️⬇️",0,0,2026-03-19
at://did:plc:wd7bdxw36copeanukirmspct/app.bsky.feed.post/3mheu7dgkcc2s,2026-03-19 01:32:27.893000+00:00,LOL there's only one other contestant and every week ends in a 7-7 tie because that is the Apple Hill way,1,1,2026-03-19
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mhgtdlcczi2d,2026-03-19 20:20:32+00:00,#NowPlaying 🕖 7:20 am 🎵 The Only Way 🧑‍🎤 Gotye 💿 Like Drawing Blood 🎧 Apple Music 📝 Lyrics,0,0,2026-03-19
at://did:plc:yrotzb4w3vc2xfuwb6lynqx4/app.bsky.feed.post/3mhgqdj3ebc25,2026-03-19 19:28:32.545000+00:00,"Tread Perilously continues its examination of 1980s TV with an episode of Matt Houston called “Marilyn.” Available on Apple Podcasts, Patreon, & @fanbasepress.bsky.social Co-Hosts: @eriksamaya.bsky.social & @weirdnoirmaster.bsky.social",4,4,2026-03-19
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mhgufm4hke2c,2026-03-19 20:40:28+00:00,#NowPlaying 🕢 7:40 am 🎵 Samurai 🧑‍🎤 Lupe Fiasco 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-19
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mhgt4fyqox2s,2026-03-19 20:17:07+00:00,#NowPlaying 🕖 7:17 am 🎵 Over You 🧑‍🎤 Chet Faker 💿 A Love For Strangers 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-03-19
