tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia
at://did:plc:vn3p3ydk5zgywye3focmlf64/app.bsky.feed.post/3mosvfdbys226,2026-06-21 17:27:20.544000+00:00,"Apple, tree, etc.",50,550,2026-06-21
at://did:plc:nekxzj3qfkdxrfgcadimjwe6/app.bsky.feed.post/3motdkuemcc2v,2026-06-21 21:40:58.614000+00:00,apple girlington would still be really funny though.,5,51,2026-06-21
at://did:plc:kopiyhjlr2zlaw57z67nrpqh/app.bsky.feed.post/3moszvn7yek2g,2026-06-21 18:48:02.803000+00:00,"I am once again asking you to watch Sugar on apple tv, but to not google Sugar on apple tv.",1,33,2026-06-21
at://did:plc:htbsimh2dwcpjllq3ic43box/app.bsky.feed.post/3motd5uhqjz2r,2026-06-21 21:33:41.274000+00:00,"(small, polite chewing noises)",11,41,2026-06-21
at://did:plc:vpoyq5dedm7qtzn3sftxobif/app.bsky.feed.post/3motiqqty3k25,2026-06-21 23:13:44.946000+00:00,Team Stick FTW!,0,20,2026-06-21
at://did:plc:ko7xtm7w2ynwiiy6nvv67gzi/app.bsky.feed.post/3mosffdm47k2i,2026-06-21 12:41:00.976000+00:00,"Shiny, red and round. Just like an apple. Who wants a bite? 🍎",5,60,2026-06-21
at://did:plc:svxfs7pwhicfa6ithxfqgpro/app.bsky.feed.post/3most37wq5c2d,2026-06-21 16:45:53.992000+00:00,Zoo guide told us these guys are going to get apple slices in a minute and this dude is trying to flag a waiter for sure,7,160,2026-06-21
at://did:plc:2uscpydjyvaj6jngsmsfwvww/app.bsky.feed.post/3mosr3smfrk27,2026-06-21 16:10:26.102000+00:00,Tim Apple when he retires,0,19,2026-06-21
at://did:plc:qffi4qy2zpeis3kh6qxeanil/app.bsky.feed.post/3mosaed5g2c24,2026-06-21 11:10:58.234000+00:00,Apple crumble gelato,0,67,2026-06-21
at://did:plc:2lyulz5o63to3boaerwqafxj/app.bsky.feed.post/3moryl7kqok23,2026-06-21 08:51:39.421000+00:00,The Google Rabbit emoji is Friend and the Apple Rabbit emoji is Food.,2,41,2026-06-21
at://did:plc:57vlzz2egy6eqr4nksacmbht/app.bsky.feed.post/3mosxzpsork2w,2026-06-21 18:14:32.241000+00:00,"Ben Thompson articulates the subtext of a lot of my commentary on Anthropic. They’ve achieved an impressive narrative trick I haven’t seen since Apple; they do a lot of anticompetitive things but then claim it’s for the greater good. As Apple wields privacy & user experience, Anthropic uses safety",6,69,2026-06-21
at://did:plc:lzyp6qjpmjwpqgszkplbju53/app.bsky.feed.post/3mosnhgdqhc2y,2026-06-21 15:05:20.773000+00:00,Ever wondered how Apple builds the immersive environments for Vision Pro? youtu.be/vIqQSs6R-6Y?...,3,39,2026-06-21
at://did:plc:wweiz52g7q2ncyj3jzaufav4/app.bsky.feed.post/3mothrc3fgc2i,2026-06-21 22:56:09.286000+00:00,Lucifer was always meant to be the apple 🍎 🙂‍↕️,0,27,2026-06-21
at://did:plc:p63e7uudt6hykpwynaekaicy/app.bsky.feed.post/3mothdq7o4s23,2026-06-21 22:48:34.344000+00:00,you forgot to mention she's the size of an apple 😂,0,20,2026-06-21
at://did:plc:nddwypzvcxe5rfvpki4zp56v/app.bsky.feed.post/3motfin3ubc2z,2026-06-21 22:15:31.356000+00:00,"Father’s Day dinner: Baked egg casserole with salsa, bacon, Ore-Ida star tots 🇺🇸, peach-and-apple salad, biscuit with cherry jelly.",0,34,2026-06-21
at://did:plc:q7suwaz53ztc4mbiqyygbn43/app.bsky.feed.post/3mosbbhhodk23,2026-06-21 11:27:15.869000+00:00,case number 27 of apple emojis being horrible and google noto color being wonderful,0,45,2026-06-21
at://did:plc:adrknffbv2ozuzumjrbepdmc/app.bsky.feed.post/3motgupzzwk2j,2026-06-21 22:40:10.828000+00:00,This shirt was a gift.,40,253,2026-06-21
at://did:plc:az4g7422dhv6n55gkm7syfqp/app.bsky.feed.post/3mot3t2f3mc2r,2026-06-21 19:22:23.421000+00:00,"As usual, also available on Spotify: open.spotify.com/episode/0zPE... Apple Podcasts: podcasts.apple.com/se/podcast/m...",2,24,2026-06-21
at://did:plc:zsyet622yg22uzy7br5zyltl/app.bsky.feed.post/3mostegpnns23,2026-06-21 16:51:03.094000+00:00,"Fat Horse No. 7 It’s the year of the horse and I’ve always been a horse girl at heart, so I’m finally taking advantage of the excuse to fill the world with fat little horses! These felted friends are the size and shape of an apple, and if you have any apples to share I’m sure they’d help you out!",343,976,2026-06-21
