tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia
at://did:plc:i7g62qhqwyobrqzg63yyz7vf/app.bsky.feed.post/3ml5empa7cc2d,2026-05-05 23:45:44.945000+00:00,"today I went to the doctor, the Taillon, the jewelry repair shop, the dry cleaner and the florist like this but with a happy apple walker",0,42,2026-05-05
at://did:plc:y2wymmih5277curjrrpjnk6t/app.bsky.feed.post/3ml4zg22igs2g,2026-05-05 20:25:10.254000+00:00,Apple pie!,1,56,2026-05-05
at://did:plc:ld3sszymayp3s5f4m62lpwho/app.bsky.feed.post/3ml4ylrkmhs2v,2026-05-05 20:10:28.928000+00:00,apple #phaidei,13,52,2026-05-05
at://did:plc:pnscq72qilehejgz4xntfitv/app.bsky.feed.post/3ml54qrpbgs2f,2026-05-05 21:24:51.823000+00:00,afterwards she offered me a fermented apple beverage flavoured with cumin. yeah she said I could have cumin cider.,10,98,2026-05-05
at://did:plc:xgkr6rl3xvo7kncvva45qgwh/app.bsky.feed.post/3ml5b5wa6ak2p,2026-05-05 22:43:47.746000+00:00,Apple TV: an incredible app that requires you to unlock phone rotation to view videos in landscape and has streaming problems no other platform exhibits,3,50,2026-05-05
at://did:plc:5vintl3wcv7vyqsmzwhg72f3/app.bsky.feed.post/3ml55zbzi422l,2026-05-05 21:47:31.113000+00:00,"more typical systematic LE bullshit. Take a bad apple & just move them around to some other position/precinct/department etc, as opposed to showing them the door.",3,105,2026-05-05
at://did:plc:yetdkong3mudicsvvr23zwhj/app.bsky.feed.post/3ml4x352qvs2c,2026-05-05 19:43:16.828000+00:00,gus eating an apple,3,33,2026-05-05
at://did:plc:asu7ef2ytfcrr4ukoi5ajs5o/app.bsky.feed.post/3ml4uj6ro5s2z,2026-05-05 18:57:27.157000+00:00,"opossums are pretty cute, too",271,729,2026-05-05
at://did:plc:wweiz52g7q2ncyj3jzaufav4/app.bsky.feed.post/3ml4smdnmqc2q,2026-05-05 18:23:25.454000+00:00,I love how you can clearly see an Apple silhouette on Lucifer’s hair,13,146,2026-05-05
at://did:plc:xgkr6rl3xvo7kncvva45qgwh/app.bsky.feed.post/3ml5bm6azwc2f,2026-05-05 22:51:45.926000+00:00,maybe Apple should use the 30% they skim from every transaction made by a small creator on Patreon to fix their shit so it fucking works,0,33,2026-05-05
at://did:plc:ncymxbce46e7xcbxo4lsiz5z/app.bsky.feed.post/3ml5bvjfibs23,2026-05-05 22:56:59.596000+00:00,Apple is such a nonbinary fruit,0,14,2026-05-05
at://did:plc:an2e3qjrwpfizkms3k2li23v/app.bsky.feed.post/3ml52b6ckbs2p,2026-05-05 20:40:20.684000+00:00,"admittedly, it does sound slightly like I can control an army of skeletal Apple IIs, yes.",2,45,2026-05-05
at://did:plc:qf26ne2zr3vztvecnshbb3uv/app.bsky.feed.post/3ml552spxys2u,2026-05-05 21:30:28.438000+00:00,#Wheein 260503 Apple Music Fansign #휘인 #마마무 #adagio #fansign,4,14,2026-05-05
at://did:plc:aunpu65mdrhwfie7ynymlzeh/app.bsky.feed.post/3ml5cx2g37e2p,2026-05-05 23:15:44.465000+00:00,"Watch the full episode of the Bulwark Podcast at The Bulwark and YouTube, or listen on Apple Podcasts, Spotify or wherever you get your podcasts: lnk.thebulwark.com/3QPXSOE?utm_...",2,24,2026-05-05
at://did:plc:ozb7eevalz47xjhtgae2lsfj/app.bsky.feed.post/3ml55awrgy22j,2026-05-05 21:33:54.009000+00:00,Literally at the Apple Store for an appointment and I had to scan a QR code for them to check me in that took me to the “Apple Store” APP,3,17,2026-05-05
at://did:plc:syuzldzqctz7e4syg7iivjt5/app.bsky.feed.post/3ml4mttysts2d,2026-05-05 16:40:15.027000+00:00,How long does it take to shoot an apple off someone’s head with a crossbow? Time will tell.,66,506,2026-05-05
at://did:plc:aunpu65mdrhwfie7ynymlzeh/app.bsky.feed.post/3ml57mhee7l2p,2026-05-05 22:16:07.721000+00:00,"Watch the full episode of Bulwark Takes at The Bulwark and YouTube, or listen on Apple Podcasts, Spotify or wherever you get your podcasts: lnk.thebulwark.com/4utgzpJ?utm_...",6,35,2026-05-05
at://did:plc:u3abfry7f5gkz6usz3i4loyn/app.bsky.feed.post/3ml57ooktxc2e,2026-05-05 22:17:22.650000+00:00,"Tim Apple is just about as noble as McArthur was, too.",0,17,2026-05-05
at://did:plc:yvesh56cq6y5idhxacdgvvxv/app.bsky.feed.post/3ml5co6x5b22q,2026-05-05 23:10:47.500000+00:00,@jims.bsky.social did you see this apple lunch ahh hongo bongo of a rally car?,0,8,2026-05-05
at://did:plc:axjxw6t724waounc7yld5q4u/app.bsky.feed.post/3ml56ufvsx22m,2026-05-05 22:02:41.157000+00:00,But you have to pay for Apple Music. 🙁,0,9,2026-05-05
at://did:plc:dbcke6i35yc4b4whvqqsgcom/app.bsky.feed.post/3ml4tmqhsv22q,2026-05-05 18:41:32.637000+00:00,Buying Apple stock.,0,16,2026-05-05
at://did:plc:hyv5w3p74clcq6bc7srpqpta/app.bsky.feed.post/3ml42nzdi722i,2026-05-05 11:14:51.937000+00:00,The Apple Orchard. Kevin Kia,359,3232,2026-05-05
at://did:plc:txdrfhrkdpcdq2taygu4gapv/app.bsky.feed.post/3ml52c4zal22e,2026-05-05 20:40:52.848000+00:00,"one must always keep their action scene geography clear, including the literal geography",0,48,2026-05-05
at://did:plc:ieri7ligcboxhuks5rnwsmk7/app.bsky.feed.post/3ml4ymxmxrk2t,2026-05-05 20:11:08.851000+00:00,it was allowed to eat a slice of apple after shoving it into the hole thank You Sir 🙏🏻,4,32,2026-05-05
at://did:plc:b7ykchbmiy5dtkmbicgdfbuf/app.bsky.feed.post/3ml4zzgpcdk22,2026-05-05 20:36:01.055000+00:00,"the yummiest bits of the apple aren't even considered to be true ""apple core""",1,9,2026-05-05
at://did:plc:wm64pf4mypshxfl6w4vwxakw/app.bsky.feed.post/3ml5a6kxat225,2026-05-05 22:26:15.732000+00:00,I spent an hour at the apple store so I must now take the sea cure for six to nine months. Please send laudanum.,5,25,2026-05-05
at://did:plc:2w45zyhuklwihpdc7oj3mi63/app.bsky.feed.post/3ml54sm7wak2t,2026-05-05 21:25:53.187000+00:00,"With a simple Bluetooth identifier and a subpoena to Apple, cops were able to ID a suspect who connected to a getaway vehicle in an armed crypto robbery.",17,22,2026-05-05
at://did:plc:qf26ne2zr3vztvecnshbb3uv/app.bsky.feed.post/3ml552douik2u,2026-05-05 21:30:12.658000+00:00,#Wheein 260503 Apple Music Fansign #휘인 #마마무 #adagio #fansign,4,11,2026-05-05
at://did:plc:33j5gqo4wjsqx5f7ygy4puzb/app.bsky.feed.post/3ml57ds5pik2n,2026-05-05 22:11:17.315000+00:00,"Marshal DC Pride Tim Apple, I want you up front next to the Lockheed float",1,7,2026-05-05
at://did:plc:5756ajr2iwsqva6wqy3bnt7k/app.bsky.feed.post/3ml5f6zbyfc2s,2026-05-05 23:55:59.474000+00:00,Gonna stare at this fella as I slowly eat an apple off of a merchant's table. :3,0,8,2026-05-05
at://did:plc:46vxwwtigmxatcykkhh5kgoy/app.bsky.feed.post/3ml5arm7rrf25,2026-05-05 22:36:54.332000+00:00,"Join us for an all NEW episode of HIGNFYE with Michael Ian Black and producers: Jodi Lennon & Jim Biederman as they discuss what's in the news! Don’t miss an episode! Follow us on Apple, Amazon Music or wherever you get your podcasts. Even better watch the vodcast on Spotify or YouTube.",5,28,2026-05-05
at://did:plc:lxj6fo7atoir35pvn3idij42/app.bsky.feed.post/3ml4d5zn6as2w,2026-05-05 13:46:59.064000+00:00,Don't take a big byte; just have a Nibble. I've seen so many adorable (and appropriate) fruit or food puns for classic Apple magazines and disk mags.,18,131,2026-05-05
at://did:plc:kapus2rzsvixq7psuw7u7dyl/app.bsky.feed.post/3ml55rtdabk27,2026-05-05 21:43:20.821000+00:00,You’re really not going to like what me and my friends mean when we say someone “looks like they wear an Apple Watch”,0,10,2026-05-05
at://did:plc:vra7hsfobbn77v2u3xsttrnq/app.bsky.feed.post/3ml4uajje3s2w,2026-05-05 18:52:36.422000+00:00,Apple Pie Filling (1/3),5,12,2026-05-05
