tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia
at://did:plc:mogsfpaxbqg5ynru4z4uwoih/app.bsky.feed.post/3mf5hqmymq22p,2026-02-18 16:10:28.281000+00:00,"Wait, can the genius bar at apple see what I have named my macbook? “Cat Memes Hub” shows on the repair ticket 😅",0,0,2026-02-18
at://did:plc:xgh7o5iwyt45eqa4mwqi6kyu/app.bsky.feed.post/3mf5htnp27k2r,2026-02-18 16:12:09.679000+00:00,These latest Apple IPhone updates are really pissing old people off. Adding unnecessary extra steps makes no sense and they are destroying the skills of tech savvy elders. 🤬🤯,1,4,2026-02-18
at://did:plc:xpvfepnxhvsidhgiaky4oync/app.bsky.feed.post/3mf5ypcsr5sx2,2026-02-18 21:13:55+00:00,@robinhouston Apple software has taken a nosedive in quality recently. I think we know why.,0,0,2026-02-18
at://did:plc:ezpcvmhgoptnbhagukl4l66m/app.bsky.feed.post/3mf63koacek25,2026-02-18 22:05:03.085000+00:00,"If you see this post, do it 🫡 Pronouns: he/him Height: 6’2” Shoe: 11 uk Zodiac: Leo (Apparently) Smoke: Vape (Sour Green Apple) Tattoos: 1 Piercings: I once got stabbed with Compass (maths tool) when I was 12. Does that count? Fav drink: Coke (soft) and Vodka (Alcohol)",0,15,2026-02-18
at://did:plc:stfmwmcyftl3u2bldiqzqisv/app.bsky.feed.post/3mf63laudmc2z,2026-02-18 22:05:22.622000+00:00,"17Feb26,The WashingtonPost via Apple News Only 18 rich influential people were named. One must hope after so many decades of Epstein’s heinous & corrupt dealings, there s/b many, many more who will be exposed. The rich probably don’t care bc their wealth will protect them. But at least we will know.",0,0,2026-02-18
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mf62a55kqj22,2026-02-18 21:40:42+00:00,#NowPlaying 🕣 8:40 am 🎵 Ultra Dundee 🧑‍🎤 Bad//Dreems 🌱 Triple J Unearthed 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-02-18
at://did:plc:ky5hfttppfp5yhzu3cfyshmr/app.bsky.feed.post/3mf643hzoks2g,2026-02-18 22:14:26.948000+00:00,"@Apple owes me the sales of their Apple Watch across all channels as I own the prototype, blueprint and software",0,0,2026-02-18
at://did:plc:5lx56ljbzx2asphpgmt5hzzy/app.bsky.feed.post/3mf5uoeom6k2x,2026-02-18 20:01:51.098000+00:00,"Hark, I hear the tinkle of falling pennies (Apple News link) stocks.apple.com/AeC0ueEjFRvG...",1,2,2026-02-18
at://did:plc:oc6n3npvipf53afcyl3ouxq4/app.bsky.feed.post/3mf5jvxq26c2m,2026-02-18 16:49:14.786000+00:00,New episode out 🎙️ We explore how immune activation and chronic inflammation shape biological aging — from gut health to future longevity interventions. Listen here: Spotify → open.spotify.com/episode/5Jzn... YouTube → youtu.be/GTGnEFaBhwA?... Apple Podcasts → podcasts.apple.com/tr/podcast/i...,0,0,2026-02-18
at://did:plc:mkg2yuyxzgwnezooyw6hp3ry/app.bsky.feed.post/3mf5o7vgjz22w,2026-02-18 18:06:22.893000+00:00,The apple doesn't fall far from the tree?,0,0,2026-02-18
at://did:plc:z2oggzwv57oj3xq32exvj7z7/app.bsky.feed.post/3mf5scwnfl22g,2026-02-18 19:19:39.796000+00:00,Are you using Apple Pencil? I finally bought some charcoal brushes that feel like real charcoal.,0,0,2026-02-18
at://did:plc:j5r5toxalo2elj6hqtwdhjsk/app.bsky.feed.post/3mf4aj5pdns25,2026-02-18 04:28:21.435000+00:00,Rewatching Dead Apple to see if the ending makes more sense now that I know what Dostoyevsky’s ability is but… What’s Verlaine up to during the Shibusawa incident? Is he just chilling in the basement since the fog can’t reach there?,0,0,2026-02-18
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mf4ua7zbjg2x,2026-02-18 10:20:31+00:00,#NowPlaying 🕘 9:20 pm 🎵 In Your Ocean 🧑‍🎤 Iron & Wine 💿 Hen's Teeth 🎧 Apple Music / Spotify / YouTube Music 📝 Lyrics,0,0,2026-02-18
at://did:plc:c7l7axltqva7rurawqeuuduz/app.bsky.feed.post/3mf4ufdy7n22r,2026-02-18 10:24:08.637000+00:00,Apple buys Israeli ‘pre-speech’ tech firm implicated in Gaza genocide open.substack.com/pub/thegrayz...,0,0,2026-02-18
