tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia
at://did:plc:bzrxuchgd5karmdoatuod4vr/app.bsky.feed.post/3miryzyszjs2u,2026-04-06 00:28:45.932000+00:00,"I complied. It was very nice, notes of tangerine and apple.",0,0,2026-04-06
at://did:plc:uwmqwhiq4thy3nybklwl4bm3/app.bsky.feed.post/3mis2cvhldk2a,2026-04-06 00:51:38.137000+00:00,@kasiunia.bsky.social @robklippel.bsky.social @yanygal.bsky.social @patriciakreger.bsky.social @bbjran8.bsky.social @adaspota.bsky.social Granddaddy drumpf a pimp & daddy didn’t wear sheets but was Klan supporter. Pam & Kristi knew apple didn’t fall far from the tree. Both deserve prosecution.,1,6,2026-04-06
at://did:plc:fsftz5ue2bvlvkb6zx2bqdnh/app.bsky.feed.post/3miskgac3ev2i,2026-04-06 05:39:49.879921+00:00,The RePod Ultra is the ultimate gadget for iPod lovers. It's a metal housing for your Apple Watch that turns it into an iPod with a scroll wheel and buttons.,0,1,2026-04-06
at://did:plc:kvsenr3sxdgm3xww3tofz34g/app.bsky.feed.post/3miueu3hfp22k,2026-04-06 23:05:31.749000+00:00,Hmmm...I'd put in: Lemon Balm Marshmallow Root Fireweed Apple Orange Blossom,0,1,2026-04-06
at://did:plc:gormnems4iydljgsojdyvpvt/app.bsky.feed.post/3misifxbc6k2h,2026-04-06 05:03:53.083000+00:00,meanwhile i could basically predict what tidal or apple music or spotify would give me if i turned on a daily mix and was given the artist name. sigh,0,2,2026-04-06
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mise4xy6gn2q,2026-04-06 03:45:44+00:00,#NowPlaying 🕜 1:45 pm 🎵 Ghost In Your Bed 🧑‍🎤 Bic Runga 💿 Red Sunset 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-04-06
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3miseu6jkvs2i,2026-04-06 03:59:54+00:00,#NowPlaying 🕜 1:59 pm 🎵 My Baby's Place 🧑‍🎤 DMA'S 🎧 Apple Music / YouTube Music,0,0,2026-04-06
at://did:plc:bujeectawchc5qecn4bwilnd/app.bsky.feed.post/3misaxeuvus23,2026-04-06 02:50:27.824000+00:00,Waiting for Apple and Google maps to rename Hormuz to The Fuckin' Straight as fast as they renamed the Gulf of Mexico You KNOW it's going to happen,0,3,2026-04-06
at://did:plc:ioou5w7ypo3ct3fzsdx3nusc/app.bsky.feed.post/3mirzqycrne2w,2026-04-06 00:41:36.140000+00:00,Romance - fontaines dc Self titled - Tiger trap Double thriller - the glands Creature of habit - Courtney Barnett extraordinary machine - Fiona Apple,0,13,2026-04-06
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3misofxgbqn2y,2026-04-06 06:49:49+00:00,#NowPlaying 🕟 4:49 pm 🎵 Chips Ahoy 🧑‍🎤 The Hold Steady 💿 Boys And Girls In America 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-04-06
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3misqr34amw2d,2026-04-06 07:32:12+00:00,#NowPlaying 🕠 5:32 pm 🎵 What Would You Do? 🧑‍🎤 Dames Brown 💿 Take Me As I Am 🎧 Apple Music / YouTube Music,0,0,2026-04-06
at://did:plc:w5iwhfkuko2vogsyx76aeolh/app.bsky.feed.post/3mis5omde4c2m,2026-04-06 01:51:52.446000+00:00,🧍 why you asking me that.... why do you ask an apple tree for lemons.,0,5,2026-04-06
at://did:plc:m5runthinhbcy3mcnqy3ca44/app.bsky.feed.post/3mis643k6mc2x,2026-04-06 01:59:24.606000+00:00,apple juice tastes yummier in the juice boxes ✨ hope you enjoy!,0,0,2026-04-06
at://did:plc:nhxc4xilmguwp2fkcn7ikvyf/app.bsky.feed.post/3miu3rhq7q22w,2026-04-06 20:23:00.280000+00:00,"Ich hab seit vielen Jahren ein Amazon- und ein Facebook-Konto sowie Apple-Geräte. Damit bin ich ein offenes Buch für das Internet. Jetzt ist es auch zu spät, daran was zu ändern.",0,1,2026-04-06
