tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mbwf6esobe22,2026-01-08 16:19:04+00:00,#NowPlaying 🕒 3:19 am 🎵 Watching The Detectives 🧑‍🎤 Elvis Costello 💿 My Aim Is True 🎧 Apple Music / Spotify / YouTube Music 📝 Lyrics,0,0,2026-01-08
at://did:plc:wvv6holwo4wcvejlepv3nnh6/app.bsky.feed.post/3mbwukwl63k2z,2026-01-08 20:55:42.590000+00:00,Haven't got an Apple account unfortunately,0,0,2026-01-08
at://did:plc:lo4vdhaooopr2r3ob7aqbo3v/app.bsky.feed.post/3mbwck5j6tk2j,2026-01-08 15:33:08.956000+00:00,Series 6 EP 1: PREP 🎧👊 @bigbuttgeek.bsky.social @jazzmatazzoz.bsky.social Sponsored by @fuckyeah.uk @kink3d.com @studfist.bsky.social @toppedtoys.com @xlube.com Apple: podcasts.apple.com/gb/podcast/s... Spotify: open.spotify.com/show/7rh29Bb...,3,17,2026-01-08
at://did:plc:iohwjhhusm2dnpq6vhwwylqx/app.bsky.feed.post/3mbwdissue22j,2026-01-08 15:50:17.928000+00:00,"The Drops of God season 2 trailer is here 🍷 Bigger stakes, darker secrets, and a global wine mystery await when the hit drama returns to Apple TV January 21. #DropsOfGod #AppleTV #TVNews #TVDrama #tvsky",2,2,2026-01-08
at://did:plc:kunkakh2mq67imke6ajmpgqy/app.bsky.feed.post/3mbwca2tnts2p,2026-01-08 15:27:30.612000+00:00,I'm worried about Uta. She's always having to team with villains like Mizuki and that Apple Goblin.,0,1,2026-01-08
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mbwofhc4s52t,2026-01-08 19:02:58+00:00,#NowPlaying 🕕 6:02 am 🎵 Laying Low 🧑‍🎤 Stella Donnelly 💿 Love and Fortune 🎧 Apple Music / Spotify / YouTube Music 📝 Lyrics,0,0,2026-01-08
at://did:plc:cgdxt5h77wm4eucl3jbh4pgo/app.bsky.feed.post/3mbwnmyltdc2y,2026-01-08 18:51:35.626000+00:00,"I almost broke my apple pen, life flashing by my eyes, this would've been the last straw",0,0,2026-01-08
at://did:plc:7s6ywdoyuwcns6wexlcl75lj/app.bsky.feed.post/3mbwjdqxg7s2q,2026-01-08 17:34:50.642000+00:00,Kumamoto Food shortages Tokkō took him back Don’t look back America Apple pie Department stores Prepare for war Happy people Happy people Happy people They were happy people California Fruit trees Japanese citizens attacked Don’t look back,0,0,2026-01-08
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mbwran57fe2o,2026-01-08 19:55:59+00:00,#NowPlaying 🕡 6:55 am 🎵 Hold Music 🧑‍🎤 Architecture In Helsinki 💿 Places Like This 🎧 Apple Music / Spotify / YouTube Music 📝 Lyrics,0,0,2026-01-08
at://did:plc:mnhfvmtzuqzvzruwb6sadegk/app.bsky.feed.post/3mbwdrhvgt22z,2026-01-08 15:55:08.468000+00:00,"Other than Amazon/Goodreads for books, Apple/Spotify for podcasts, and YouTube for videos (obviously), are there other places that are useful for rating/reviewing/supporting works? Like places where indie circles flock that I might not know about, maybe?",0,6,2026-01-08
at://did:plc:uy3x3l3i2samx5daeorr23kn/app.bsky.feed.post/3mbwgbmebks2x,2026-01-08 16:39:57.501000+00:00,"We're back with another satirical bite out of the far right OH, WHAT A LOVELY WAR STARMER THE SELF HARMER ELECTION DENIER Apple tinyurl.com/2mfpeewh Spotify tinyurl.com/82nfk7yp Buzzsprout tinyurl.com/42bv2shx Enjoy and share with your fellow blue resistors",1,2,2026-01-08
at://did:plc:hjnftvy2bqhs7ffh7nwii737/app.bsky.feed.post/3mbwd7m6egs2o,2026-01-08 15:45:06.688000+00:00,#Apple is a sponsor of war 3/3,1,15,2026-01-08
at://did:plc:gcql2lmadcdrz76kv53ch3k7/app.bsky.feed.post/3mbwen6r2bs2k,2026-01-08 16:10:38.394000+00:00,Bro Nigel Farage's far-right Reform Party UK would vote against motherhood and apple pie if Labour proposed it.,0,1,2026-01-08
at://did:plc:ie5bbztcnpdw4bagy524ue27/app.bsky.feed.post/3mbwx4bfh5k2h,2026-01-08 21:41:11.846000+00:00,2025 albums retrospective post 44 of 111. Released April 2025. People Pleasers Pleasing People - Strange Neighbours An excellent rock album from a guitar based band. Apple Music: music.apple.com/gb/album/peo... Spotify: open.spotify.com/album/1J6wSG... #Music #ReviewOfTheYear #IFRFavAlbums2025,0,0,2026-01-08
at://did:plc:mjayejwrayrbruenms2eizz2/app.bsky.feed.post/3mbwz6w4y2c26,2026-01-08 22:18:28.170000+00:00,"In 2013, to mark International Consumers Day, China’s state-run TV network labelled Apple a ‘bad company’. More than a decade later, despite claiming to rely on multinationals from 50 countries, Apple still has nearly 100% of its supply chain in China. In this episode, we look at how… (1/3)",0,1,2026-01-08
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mbwybxswwg2v,2026-01-08 22:01:21+00:00,"#NowPlaying 🕘 9:01 am 🎵 Burn Bridges 🧑‍🎤 The Grates 💿 Teeth Lost, Hearts Won 🎧 Apple Music / Spotify / YouTube Music 📝 Lyrics",0,0,2026-01-08
at://did:plc:26fumepjhxbggajhpbsijsht/app.bsky.feed.post/3mbwvxmqdgs2m,2026-01-08 21:20:42.224000+00:00,Apple :3,0,2,2026-01-08
at://did:plc:43fdk46qa5gsokzygzildsaq/app.bsky.feed.post/3mbwwtfrg4x2l,2026-01-08 21:36:14.357518+00:00,APPLE SAYS CEO TIM COOK’S 2025 TOTAL PAY WAS $74.3 MLN; CFO KEVAN PAREKH EARNED $22.5 MLN – SEC FILING,1,0,2026-01-08
