tweet_id,fecha_utc,contenido_texto,retweets,favoritos,fecha_limpia
at://did:plc:uc2g4pi33xpn6h4ccvmuauls/app.bsky.feed.post/3mjssu5hfxk2s,2026-04-19 01:35:58.383000+00:00,"Apple IIgs RGB monitors rock, eh Steve? bsky.app/profile/moxi...",1,2,2026-04-19
at://did:plc:zfcivhzgr3ikdz65jxl2ddug/app.bsky.feed.post/3mjt4ldmo4k2f,2026-04-19 04:30:00.275000+00:00,Imperfect Women on Apple TV+,0,1,2026-04-19
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mjtcl55zzy2v,2026-04-19 06:16:39+00:00,#NowPlaying 🕓 4:16 pm 🎵 We Get Around 🧑‍🎤 Urthboy 💿 The Signal 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-04-19
at://did:plc:ip5s3coxvi2vggix43pbbeny/app.bsky.feed.post/3mjtdz4bxkk2v,2026-04-19 06:42:58.534000+00:00,I madre a VERY rough draft of a radio apple comic to Johnny Stimson’s song Ramen! It’s Lori chill! I can’t animate so it’s just in comic form! :D You may also notice I need to do profile study :P #radioapple #mygaymen #wholesomeyaoi #ramen #comic #artist #noai,0,2,2026-04-19
at://did:plc:ispobl432enowlcnqaputkbq/app.bsky.feed.post/3mjsvfctoo22p,2026-04-19 02:21:21.936000+00:00,I wandered off to find sweets. Tonight's goodies are freeze dried Nerds Gummy Clusters and a dirty soda (Mountain Dew with green apple and pineapple).,0,1,2026-04-19
at://did:plc:kwgv3eii3araobd4pftogh4k/app.bsky.feed.post/3mjsweudjd22t,2026-04-19 02:39:00.469000+00:00,I love that the ears are actually it's eyes that are just weighed down by the apple lol,0,2,2026-04-19
at://did:plc:34w6p2nygxpqkiqbkrnq56ip/app.bsky.feed.post/3mjsq37jycs2x,2026-04-19 00:44:57+00:00,#NowPlaying 🕥 10:44 am 🎵 Caught In The Blink Of An Eye 🧑‍🎤 Ladytron 💿 Paradises 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-04-19
at://did:plc:2tgy45xq4otwmrce53f3qtgc/app.bsky.feed.post/3mjt2gwgbv22e,2026-04-19 03:51:44.733000+00:00,"I need Apple to invent a button that just texts people back, “I’m at da movies.”",0,2,2026-04-19
at://did:plc:extqxtsoc4q4qnbmwizooppn/app.bsky.feed.post/3mjtlaciq722w,2026-04-19 08:50:59+00:00,#NowPlaying 🕡 6:50 pm 🎵 Your Villain 🧑‍🎤 Molly Millington 🌱 Triple J Unearthed 🎧 Apple Music / YouTube Music 📝 Lyrics,0,0,2026-04-19
at://did:plc:hisqswiqf2t7oygtzzftjtzv/app.bsky.feed.post/3mjubzcomns2v,2026-04-19 15:39:57.500000+00:00,I think you are fine I apple-reciate you 🍎💞,0,1,2026-04-19
at://did:plc:d3pbryudtmfvabmkgf2v6uoi/app.bsky.feed.post/3mjud2hx6ws2q,2026-04-19 15:58:30.316000+00:00,🌿 Om Vagishvari Mum Chant | Manjushri Mantra for Enlightened Focus 𝐘𝐨𝐮𝐭𝐮𝐛𝐞: youtu.be/BkYzj3mnVQU Short: youtube.com/shorts/jrbTA... 𝐒𝐩𝐨𝐭𝐢𝐟𝐲: open.spotify.com/track/6Br8x2... 𝐀𝐩𝐩𝐥𝐞🎶: music.apple.com/us/song/1894... SoundCloud: on.soundcloud.com/5LN9UVAm2Fk7... #MeditationMelody #Buddhism #Music,0,1,2026-04-19
at://did:plc:wjljc54nads6ix5tlp4swebe/app.bsky.feed.post/3mjtz3e6tbs2e,2026-04-19 13:00:02.434624+00:00,"teckel Web3 API hourly update Eth price (USD): 2335.99 (+0.2% 1 hr, -1.0% 24 hr) Click for API details API keys via App: Apple App Store Google Play Store #teckel #eth",0,0,2026-04-19
at://did:plc:gal2oc2fpdx3u4hqyrukmu7d/app.bsky.feed.post/3mjty552cnk2y,2026-04-19 12:43:08.390000+00:00,"I really need to hook back into the iCloud, and I'm terrified this might cause a synching with my iPhone in some way, & iOSs. I switched when I was most ill, thinking Apple would end up easier, if things didn't improve, and have better protection from hacking. Now I'm not sure about anything. :(",0,2,2026-04-19
