ID_Tweet,Fecha_UTC,Contenido_Texto,Retweets,Favoritos
at://did:plc:si5kxmgsvvsdvd3ulryms2nr/app.bsky.feed.post/3mppqzrb47s2g,2026-07-03T04:56:29.984Z,An apple snack~? Say less... <3 For @fuiji-tun.bsky.social & @jasperhart.bsky.social ~!!!,123,616
at://did:plc:v2vbpw6vcdzhn6d6zfxepxx5/app.bsky.feed.post/3mpr2xs7oyc2q,2026-07-03T17:27:01.038Z,i’ve finally done it. apple tv on a CRT,25,309
at://did:plc:pjiafkey2cokiupsxpswqlk7/app.bsky.feed.post/3mprfeujihc2i,2026-07-03T20:33:17.081Z,"If you are looking for a podcast about voting, elections and democracy, check out Defending Democracy. The latest: my interview with Hillary Clinton. On Spotify, Apple Podcast or wherever you listen. open.spotify.com/show/30Bsx0J...",598,1590
at://did:plc:bkfy7b3k4gcpihrai4fnqqbp/app.bsky.feed.post/3mprflslrt22h,2026-07-03T20:37:09.940Z,hi #pixelart,18,85
at://did:plc:ti5r4ma724pw4xpvug4xhovq/app.bsky.feed.post/3mprckbopbk2b,2026-07-03T19:42:37.408Z,"“Big Cat Balls” x3 ""Bedroom Pecs"" YCH for @lonelipikki.bsky.social :3 Drawn on my iPad (Procreate + Apple Pencil) My Telegram channel: t.me/+f3Bs49fPWWZ...",55,292
at://did:plc:aoh62rcmlckowytg6qpqsmaw/app.bsky.feed.post/3mprcs6tkss2j,2026-07-03T19:47:02.878Z,have you ever had an apple ༘⋆🍏🥧💭 ⋆˙,0,55
at://did:plc:6glogxz66rlmtf2hpe32lzcg/app.bsky.feed.post/3mprg6n6dss27,2026-07-03T20:47:41.787Z,"Another attack! This time it's Alex and Apple from @areyoshi.bsky.social 's adorable comic, Kattabolt, which you can read here: kattabolt.com #artfight2026 #teamcomedy #art",21,59
at://did:plc:okcllivvkleedwsmroggepzd/app.bsky.feed.post/3mprnhendt22b,2026-07-03T22:57:51.023Z,Rude,0,55
at://did:plc:hyx4bt54zwklitosbhlqo5wq/app.bsky.feed.post/3mprgrivjok2g,2026-07-03T20:58:14.842Z,Stop previews from autoplaying on Apple TV sixcolors.com/post/2026/07...,12,49
at://did:plc:rqvsjnnaparcdk7ddx7fasoo/app.bsky.feed.post/3mpqs5eveac2n,2026-07-03T14:49:04.718Z,Ruth loves Apple Pie,6,22
at://did:plc:vzpnwgjmz44obbnqytxkqg4c/app.bsky.feed.post/3mpqbulh2bc2y,2026-07-03T09:57:49.730Z,Aw is she sleepy? Did she think about a red apple?,1,43
at://did:plc:g5o4liubfrfn4kwii57jxv6h/app.bsky.feed.post/3mpqq6pacc22y,2026-07-03T14:14:01.631Z,“We can’t use the one bad apple aphorism anymore.” “Why not?” “Someone used it wrong and it ruined the bunch.”,11,67
at://did:plc:qunge5ep6xlhlqi43mpq2gev/app.bsky.feed.post/3mppg5lencc2a,2026-07-03T01:41:46.833Z,Drawing a lamb until my lambubu comes in day 3 An apple a day keeps the devil away #cultofthelamb,9,95
at://did:plc:xu3sns722bvjliwsvyxf74h2/app.bsky.feed.post/3mprfkmeais2k,2026-07-03T20:36:29.836Z,"Ellis Rowan (1848-1922), ""Apple Blossom,"" gouache on paper, [nd]; Art Gallery of New South Wales. #art #arte #flowers #gouache #summer #botanicalart #botanicalpainting #museum #artgallery",8,86
